dmu,country,year,efficiencies,material_footprint.x,income.x,material_footprint.y,income.y
Albania_1996,Albania,1996,0.00406,4.28,4.91,0.017370283018867918,4.909999999999999
Albania_1997,Albania,1997,0.00386,4.03,4.4,0.015566037735849053,4.3999999999999995
Albania_1998,Albania,1998,0.00391,4.36,4.82,0.017051886792452828,4.819999999999999
Albania_1999,Albania,1999,0.0041,4.73,5.48,0.019386792452830186,5.4799999999999995
Albania_2000,Albania,2000,0.00375,5.55,5.89,0.02083726415094339,5.889999999999999
Albania_2001,Albania,2001,0.00373,6.1,6.44,0.022783018867924526,6.44
Albania_2002,Albania,2002,0.0039,6.13,6.75,0.023879716981132074,6.75
Albania_2003,Albania,2003,0.00338,7.48,7.15,0.02529481132075471,7.149999999999999
Albania_2004,Albania,2004,0.00322,8.33,7.58,0.026816037735849053,7.579999999999999
Albania_2005,Albania,2005,0.0031,9.19,8.04,0.028443396226415084,8.039999999999997
Albania_2006,Albania,2006,0.00331,9.15,8.57,0.03031839622641509,8.569999999999999
Albania_2007,Albania,2007,0.00362,8.93,9.15,0.03237028301886792,9.149999999999999
Albania_2008,Albania,2008,0.00373,9.39,9.91,0.03505896226415094,9.91
Albania_2009,Albania,2009,0.00334,10.9,10.3,0.03643867924528302,10.3
Albania_2010,Albania,2010,0.00422,8.96,10.7,0.03785377358490565,10.7
Argentina_1990,Argentina,1990,0.00521,9.58,14.1,0.049882075471698095,14.099999999999996
Argentina_1991,Argentina,1991,0.00476,11.3,15.2,0.05377358490566036,15.199999999999996
Argentina_1992,Argentina,1992,0.00482,11.9,16.2,0.05731132075471697,16.2
Argentina_1993,Argentina,1993,0.00514,11.9,17.3,0.06120283018867924,17.3
Argentina_1994,Argentina,1994,0.00504,12.7,18.1,0.06403301886792453,18.1
Argentina_1995,Argentina,1995,0.00505,12.2,17.4,0.061556603773584885,17.399999999999995
Argentina_1996,Argentina,1996,0.00521,12.3,18.1,0.06403301886792453,18.1
Armenia_1999,Armenia,1999,0.00442,3.04,3.8,0.01344339622641509,3.799999999999999
Armenia_2000,Armenia,2000,0.0059,2.43,4.05,0.014327830188679242,4.05
Armenia_2001,Armenia,2001,0.00574,2.75,4.46,0.015778301886792447,4.459999999999999
Armenia_2002,Armenia,2002,0.00615,2.92,5.08,0.017971698113207545,5.079999999999999
Armenia_2003,Armenia,2003,0.00615,3.35,5.82,0.02058962264150943,5.819999999999999
Armenia_2004,Armenia,2004,0.00578,3.96,6.47,0.022889150943396223,6.469999999999999
Armenia_2005,Armenia,2005,0.00595,4.41,7.42,0.026249999999999992,7.419999999999998
Armenia_2006,Armenia,2006,0.00624,4.8,8.46,0.029929245283018865,8.46
Armenia_2007,Armenia,2007,0.00595,5.77,9.71,0.03435141509433962,9.71
Armenia_2008,Armenia,2008,0.00568,6.54,10.5,0.03714622641509434,10.5
Armenia_2009,Armenia,2009,0.00494,6.48,9.05,0.03201650943396227,9.05
Armenia_2010,Armenia,2010,0.00526,6.25,9.29,0.03286556603773584,9.289999999999997
Armenia_2011,Armenia,2011,0.00546,6.3,9.73,0.03442216981132075,9.729999999999999
Armenia_2012,Armenia,2012,0.00555,6.63,10.4,0.03679245283018868,10.4
Armenia_2013,Armenia,2013,0.00544,6.96,10.7,0.03785377358490565,10.7
Armenia_2014,Armenia,2014,0.00544,7.16,11,0.03891509433962264,11
Armenia_2015,Armenia,2015,0.00542,7.37,11.3,0.03997641509433962,11.3
Armenia_2016,Armenia,2016,0.00509,7.86,11.3,0.03997641509433962,11.3
Australia_1990,Australia,1990,0.00272,40.3,31,0.10966981132075469,30.999999999999996
Australia_1991,Australia,1991,0.00264,40.8,30.5,0.10790094339622638,30.499999999999996
Australia_1992,Australia,1992,0.0029,37,30.3,0.10719339622641508,30.299999999999997
Australia_1993,Australia,1993,0.00312,35.4,31.2,0.110377358490566,31.199999999999992
Australia_1994,Australia,1994,0.00325,34.9,32.1,0.11356132075471696,32.1
Australia_1995,Australia,1995,0.00304,38.3,32.9,0.11639150943396225,32.9
Australia_1996,Australia,1996,0.00304,39.2,33.7,0.11922169811320753,33.699999999999996
Australia_1997,Australia,1997,0.00308,39.9,34.7,0.12275943396226413,34.699999999999996
Australia_1998,Australia,1998,0.00302,42,35.9,0.12700471698113205,35.9
Australia_1999,Australia,1999,0.00316,41.7,37.2,0.13160377358490563,37.199999999999996
Australia_2000,Australia,2000,0.0034,39.8,38.2,0.13514150943396225,38.2
Australia_2001,Australia,2001,0.00341,40,38.5,0.13620283018867924,38.5
Australia_2002,Australia,2002,0.00348,40.2,39.5,0.1397405660377358,39.49999999999999
Australia_2003,Australia,2003,0.00332,42.9,40.3,0.14257075471698108,40.29999999999998
Australia_2004,Australia,2004,0.00347,42.3,41.5,0.14681603773584903,41.49999999999999
Australia_2005,Australia,2005,0.00347,43,42.2,0.14929245283018863,42.199999999999996
Australia_2006,Australia,2006,0.0039,38.7,42.7,0.15106132075471695,42.699999999999996
Australia_2007,Australia,2007,0.00342,45.6,44.1,0.15601415094339618,44.099999999999994
Australia_2008,Australia,2008,0.00419,37.7,44.7,0.15813679245283016,44.699999999999996
Australia_2009,Australia,2009,0.00366,43.1,44.6,0.1577830188679245,44.6
Australia_2010,Australia,2010,0.00389,40.8,44.9,0.1588443396226415,44.9
Australia_2011,Australia,2011,0.00393,40.9,45.4,0.16061320754716976,45.39999999999999
Australia_2012,Australia,2012,0.00396,41.5,46.4,0.16415094339622638,46.4
Australia_2013,Australia,2013,0.00401,41.2,46.7,0.1652122641509434,46.7
Australia_2014,Australia,2014,0.00397,42.1,47.2,0.1669811320754717,47.2
Australia_2015,Australia,2015,0.00396,42.5,47.6,0.16839622641509433,47.6
Austria_1990,Austria,1990,0.00673,19.7,37.5,0.13266509433962262,37.49999999999999
Austria_1991,Austria,1991,0.00632,21.5,38.4,0.13584905660377355,38.39999999999999
Austria_1992,Austria,1992,0.00589,23.3,38.8,0.1372641509433962,38.8
Austria_1993,Austria,1993,0.00614,22.3,38.7,0.13691037735849054,38.699999999999996
Austria_1994,Austria,1994,0.00583,23.9,39.4,0.13938679245283017,39.4
Austria_1995,Austria,1995,0.00601,23.8,40.4,0.14292452830188676,40.4
Austria_1996,Austria,1996,0.00624,23.4,41.3,0.1461084905660377,41.3
Austria_1997,Austria,1997,0.00631,23.6,42.1,0.148938679245283,42.099999999999994
Austria_1998,Austria,1998,0.00615,25.1,43.6,0.1542452830188679,43.599999999999994
Austria_1999,Austria,1999,0.00649,24.6,45.1,0.1595518867924528,45.099999999999994
Austria_2000,Austria,2000,0.00669,24.6,46.5,0.16450471698113206,46.5
Austria_2001,Austria,2001,0.00677,24.5,46.9,0.1659198113207547,46.9
Austria_2002,Austria,2002,0.00676,24.8,47.4,0.16768867924528297,47.39999999999999
Austria_2003,Austria,2003,0.00633,26.6,47.6,0.16839622641509433,47.6
Austria_2004,Austria,2004,0.00599,28.7,48.6,0.17193396226415092,48.6
Austria_2005,Austria,2005,0.00594,29.4,49.4,0.17476415094339623,49.400000000000006
Austria_2006,Austria,2006,0.00591,30.4,50.8,0.17971698113207546,50.8
Austria_2007,Austria,2007,0.00593,31.4,52.6,0.18608490566037733,52.599999999999994
Austria_2008,Austria,2008,0.00584,32.2,53.2,0.18820754716981128,53.199999999999996
Austria_2009,Austria,2009,0.00592,30.5,51,0.18042452830188674,50.99999999999999
Austria_2010,Austria,2010,0.00609,30.1,51.8,0.18325471698113202,51.79999999999999
Austria_2011,Austria,2011,0.00603,31.2,53.2,0.18820754716981128,53.199999999999996
Austria_2012,Austria,2012,0.00606,31.1,53.3,0.18856132075471693,53.29999999999999
Austria_2013,Austria,2013,0.00599,31.3,53,0.1875,53
Austria_2014,Austria,2014,0.00587,31.9,52.9,0.1871462264150943,52.89999999999999
Austria_2015,Austria,2015,0.00578,32.4,52.9,0.1871462264150943,52.89999999999999
Austria_2016,Austria,2016,0.00584,32.3,53.3,0.18856132075471693,53.29999999999999
Azerbaijan_1995,Azerbaijan,1995,0.0023,4.58,2.98,0.010542452830188677,2.9799999999999995
Azerbaijan_1996,Azerbaijan,1996,0.00253,4.18,2.99,0.010577830188679246,2.99
Azerbaijan_1997,Azerbaijan,1997,0.00342,3.24,3.13,0.01107311320754717,3.13
Azerbaijan_1998,Azerbaijan,1998,0.00409,2.95,3.41,0.012063679245283019,3.41
Azerbaijan_1999,Azerbaijan,1999,0.00454,2.83,3.63,0.012841981132075467,3.6299999999999994
Azerbaijan_2000,Azerbaijan,2000,0.00553,2.56,4,0.014150943396226412,3.999999999999999
Azerbaijan_2001,Azerbaijan,2001,0.00578,2.67,4.36,0.01542452830188679,4.359999999999999
Azerbaijan_2002,Azerbaijan,2002,0.00552,3.04,4.74,0.016768867924528297,4.739999999999999
Azerbaijan_2003,Azerbaijan,2003,0.00522,3.51,5.18,0.018325471698113202,5.179999999999999
Azerbaijan_2004,Azerbaijan,2004,0.00539,3.68,5.61,0.019846698113207547,5.61
Azerbaijan_2005,Azerbaijan,2005,0.00717,3.51,7.11,0.025153301886792448,7.109999999999999
Belarus_1998,Belarus,1998,0.85967,0.03,7.29,0.02579009433962264,7.289999999999999
Belarus_1999,Belarus,1999,0.89387,0.03,7.58,0.026816037735849053,7.579999999999999
Belarus_2000,Belarus,2000,0.40684,0.07,8.05,0.028478773584905654,8.049999999999999
Belarus_2001,Belarus,2001,1,0.03,8.48,0.029999999999999995,8.479999999999999
Belgium_1990,Belgium,1990,0.00821,15.3,35.5,0.1255896226415094,35.5
Belgium_1991,Belgium,1991,0.00763,16.7,36,0.1273584905660377,35.99999999999999
Belgium_1992,Belgium,1992,0.00637,20.2,36.4,0.12877358490566035,36.4
Belgium_1993,Belgium,1993,0.00651,19.5,35.9,0.12700471698113205,35.9
Belgium_1994,Belgium,1994,0.00639,20.5,37,0.13089622641509432,37
Belgium_1995,Belgium,1995,0.00656,20.4,37.8,0.13372641509433958,37.79999999999999
Belgium_1996,Belgium,1996,0.00662,20.4,38.2,0.13514150943396225,38.2
Belgium_1997,Belgium,1997,0.00715,19.6,39.6,0.14009433962264148,39.599999999999994
Belgium_1998,Belgium,1998,0.00676,21.1,40.3,0.14257075471698108,40.29999999999998
Belgium_1999,Belgium,1999,0.00678,21.7,41.6,0.1471698113207547,41.6
Belgium_2000,Belgium,2000,0.00653,23.3,43,0.15212264150943394,42.99999999999999
Belgium_2001,Belgium,2001,0.00706,21.7,43.3,0.1531839622641509,43.29999999999999
Belgium_2002,Belgium,2002,0.00706,22,43.9,0.1553066037735849,43.9
Belgium_2003,Belgium,2003,0.00692,22.6,44.2,0.1563679245283019,44.2
Belgium_2004,Belgium,2004,0.00685,23.5,45.5,0.16096698113207542,45.49999999999999
Belgium_2005,Belgium,2005,0.00685,23.9,46.3,0.16379716981132073,46.29999999999999
Belgium_2006,Belgium,2006,0.00687,24.3,47.2,0.1669811320754717,47.2
Belgium_2007,Belgium,2007,0.00688,25,48.6,0.17193396226415092,48.6
Belgium_2008,Belgium,2008,0.00669,25.6,48.4,0.17122641509433958,48.39999999999999
Belgium_2009,Belgium,2009,0.00697,23.9,47.1,0.166627358490566,47.099999999999994
Belgium_2010,Belgium,2010,0.00742,22.9,48,0.16981132075471697,48
Belgium_2011,Belgium,2011,0.00765,22.3,48.2,0.17051886792452828,48.2
Belgium_2012,Belgium,2012,0.00758,22.5,48.2,0.17051886792452828,48.2
Belgium_2013,Belgium,2013,0.00745,22.9,48.2,0.17051886792452828,48.2
Belgium_2014,Belgium,2014,0.00746,23.1,48.7,0.17228773584905657,48.699999999999996
Belgium_2015,Belgium,2015,0.00748,23.4,49.5,0.17511792452830185,49.5
Bulgaria_2006,Bulgaria,2006,0.00511,11,15.9,0.056249999999999994,15.899999999999999
Bulgaria_2007,Bulgaria,2007,0.00513,11.8,17.1,0.06049528301886792,17.1
Bulgaria_2008,Bulgaria,2008,0.00498,13,18.3,0.06474056603773584,18.299999999999997
Bulgaria_2009,Bulgaria,2009,0.00543,11.6,17.8,0.06297169811320753,17.799999999999997
Bulgaria_2010,Bulgaria,2010,0.00602,10.7,18.2,0.06438679245283017,18.2
Bulgaria_2011,Bulgaria,2011,0.00575,11.5,18.7,0.06615566037735848,18.7
Bulgaria_2012,Bulgaria,2012,0.00597,11.2,18.9,0.06686320754716979,18.899999999999995
Bulgaria_2013,Bulgaria,2013,0.00608,11,18.9,0.06686320754716979,18.899999999999995
Bulgaria_2014,Bulgaria,2014,0.00591,11.5,19.2,0.06792452830188678,19.199999999999996
Canada_1990,Canada,1990,0.00346,35.4,34.6,0.12240566037735848,34.6
Canada_1991,Canada,1991,0.00346,34.3,33.5,0.1185141509433962,33.49999999999999
Canada_1992,Canada,1992,0.00353,33.5,33.4,0.11816037735849054,33.39999999999999
Canada_1993,Canada,1993,0.00371,32.3,33.9,0.11992924528301883,33.89999999999999
Canada_1994,Canada,1994,0.00388,32,35.1,0.12417452830188677,35.099999999999994
Canada_1995,Canada,1995,0.00405,31.1,35.6,0.12594339622641507,35.599999999999994
Canada_1996,Canada,1996,0.00424,29.9,35.8,0.1266509433962264,35.8
Canada_1997,Canada,1997,0.00388,31,34,0.12028301886792452,34
Canada_1998,Canada,1998,0.00401,30.6,34.7,0.12275943396226413,34.699999999999996
Canada_1999,Canada,1999,0.00428,29.6,35.8,0.1266509433962264,35.8
Canada_2000,Canada,2000,0.0044,29.9,37.2,0.13160377358490563,37.199999999999996
Canada_2001,Canada,2001,0.00465,28.4,37.3,0.13195754716981128,37.3
Canada_2002,Canada,2002,0.00473,28.6,38.2,0.13514150943396225,38.2
Canada_2003,Canada,2003,0.00457,30.4,39.3,0.1390330188679245,39.29999999999999
Canada_2004,Canada,2004,0.00457,31.3,40.4,0.14292452830188676,40.4
Canada_2005,Canada,2005,0.00464,32,42,0.14858490566037735,42
Chile_1990,Chile,1990,0.00361,9.66,9.85,0.03484669811320754,9.85
Chile_1991,Chile,1991,0.00323,11.4,10.4,0.03679245283018868,10.4
Chile_1992,Chile,1992,0.00351,11.5,11.4,0.04033018867924528,11.4
Chile_1993,Chile,1993,0.00337,12.6,12,0.04245283018867924,12
Chile_1994,Chile,1994,0.0034,12.9,12.4,0.04386792452830188,12.399999999999999
Colombia_1992,Colombia,1992,0.0049,6.12,8.48,0.029999999999999995,8.479999999999999
Colombia_1993,Colombia,1993,0.00479,6.48,8.77,0.03102594339622641,8.77
Colombia_1994,Colombia,1994,0.00469,6.87,9.1,0.03219339622641509,9.1
Costa Rica_1990,Costa Rica,1990,0.00663,5.3,9.93,0.03512971698113207,9.93
Costa Rica_1991,Costa Rica,1991,0.0055,6.37,9.9,0.03502358490566037,9.899999999999999
Costa Rica_1992,Costa Rica,1992,0.00694,5.35,10.5,0.03714622641509434,10.5
Costa Rica_1993,Costa Rica,1993,0.00663,5.87,11,0.03891509433962264,11
Costa Rica_1994,Costa Rica,1994,0.00622,6.37,11.2,0.039622641509433953,11.199999999999998
Costa Rica_1995,Costa Rica,1995,0.00647,6.23,11.4,0.04033018867924528,11.4
Croatia_2009,Croatia,2009,0.00535,16.4,24.8,0.08773584905660375,24.799999999999997
Croatia_2010,Croatia,2010,0.00602,14.4,24.5,0.08667452830188678,24.499999999999996
Croatia_2011,Croatia,2011,0.006,14.5,24.6,0.08702830188679245,24.6
Croatia_2012,Croatia,2012,0.00609,14,24.1,0.08525943396226414,24.1
Croatia_2013,Croatia,2013,0.00584,14.6,24.1,0.08525943396226414,24.1
Croatia_2014,Croatia,2014,0.00568,15,24.1,0.08525943396226414,24.1
Croatia_2015,Croatia,2015,0.00576,15.3,24.9,0.08808962264150942,24.9
Croatia_2016,Croatia,2016,0.00584,15.7,25.9,0.09162735849056601,25.899999999999995
Cyprus_2004,Cyprus,2004,0.00314,41.1,36.5,0.129127358490566,36.49999999999999
Cyprus_2005,Cyprus,2005,0.00321,41.6,37.7,0.13337264150943395,37.7
Cyprus_2006,Cyprus,2006,0.00332,41.4,38.8,0.1372641509433962,38.8
Cyprus_2007,Cyprus,2007,0.00325,43.6,40,0.14150943396226412,40
Cyprus_2008,Cyprus,2008,0.0032,44.7,40.4,0.14292452830188676,40.4
Cyprus_2009,Cyprus,2009,0.00374,36.4,38.5,0.13620283018867924,38.5
Cyprus_2010,Cyprus,2010,0.00369,36.7,38.3,0.13549528301886787,38.29999999999999
Cyprus_2011,Cyprus,2011,0.00386,34.4,37.5,0.13266509433962262,37.49999999999999
Cyprus_2012,Cyprus,2012,0.00361,34.9,35.6,0.12594339622641507,35.599999999999994
Cyprus_2013,Cyprus,2013,0.00349,33.9,33.4,0.11816037735849054,33.39999999999999
Cyprus_2014,Cyprus,2014,0.00341,34.3,33.1,0.11709905660377357,33.099999999999994
Cyprus_2015,Cyprus,2015,0.00352,34.7,34.5,0.12205188679245281,34.49999999999999
Cyprus_2016,Cyprus,2016,0.00476,27.1,36.5,0.129127358490566,36.49999999999999
Czechia_1993,Czechia,1993,0.00463,15.9,20.8,0.07358490566037736,20.8
Czechia_1994,Czechia,1994,0.00473,16,21.4,0.0757075471698113,21.4
Czechia_1995,Czechia,1995,0.00492,16.4,22.8,0.08066037735849056,22.8
Czechia_1996,Czechia,1996,0.00492,17.1,23.8,0.084198113207547165,23.8
Czechia_1997,Czechia,1997,0.00527,15.9,23.7,0.08384433962264148,23.699999999999996
Czechia_1998,Czechia,1998,0.00522,16,23.6,0.08349056603773584,23.6
Czechia_1999,Czechia,1999,0.00535,15.8,23.9,0.08455188679245282,23.9
Czechia_2000,Czechia,2000,0.00546,16.2,25,0.08844339622641507,24.999999999999996
Czechia_2001,Czechia,2001,0.00553,16.5,25.8,0.09127358490566037,25.8
Czechia_2002,Czechia,2002,0.00517,18,26.3,0.09304245283018867,26.299999999999997
Czechia_2003,Czechia,2003,0.00517,18.6,27.2,0.09622641509433962,27.2
Czechia_2004,Czechia,2004,0.00499,20.2,28.5,0.10082547169811318,28.499999999999993
Czechia_2005,Czechia,2005,0.00517,20.8,30.4,0.10754716981132072,30.39999999999999
Czechia_2006,Czechia,2006,0.00541,21.2,32.4,0.11462264150943394,32.4
Czechia_2007,Czechia,2007,0.00537,22.4,34,0.12028301886792452,34
Czechia_2008,Czechia,2008,0.00521,23.5,34.6,0.12240566037735848,34.6
Czechia_2009,Czechia,2009,0.00516,22.5,32.8,0.11603773584905656,32.79999999999999
Czechia_2010,Czechia,2010,0.00539,22,33.5,0.1185141509433962,33.49999999999999
Czechia_2011,Czechia,2011,0.00539,22.3,34,0.12028301886792452,34
Czechia_2012,Czechia,2012,0.00532,22.4,33.7,0.11922169811320753,33.699999999999996
Czechia_2013,Czechia,2013,0.00544,21.9,33.7,0.11922169811320753,33.699999999999996
Czechia_2014,Czechia,2014,0.00548,22.2,34.4,0.12169811320754713,34.39999999999999
Czechia_2015,Czechia,2015,0.00569,22.5,36.2,0.12806603773584907,36.2
Czechia_2016,Czechia,2016,0.00577,22.7,37,0.13089622641509432,37
Denmark_1990,Denmark,1990,0.0092,15,39,0.13797169811320753,39
Denmark_1991,Denmark,1991,0.00713,19.6,39.5,0.1397405660377358,39.49999999999999
Denmark_1992,Denmark,1992,0.00839,16.9,40.1,0.1418632075471698,40.1
Denmark_1993,Denmark,1993,0.00818,17.3,40,0.14150943396226412,40
Denmark_1994,Denmark,1994,0.00821,18.1,42,0.14858490566037735,42
Denmark_1995,Denmark,1995,0.00805,18.9,43,0.15212264150943394,42.99999999999999
Denmark_1996,Denmark,1996,0.0086,18.1,44,0.15566037735849056,44
Denmark_1997,Denmark,1997,0.009,17.8,45.3,0.16025943396226414,45.3
Denmark_1998,Denmark,1998,0.00755,21.6,46.1,0.16308962264150942,46.1
Denmark_1999,Denmark,1999,0.00778,21.5,47.3,0.16733490566037731,47.3
Denmark_2000,Denmark,2000,0.00746,23.2,48.9,0.1729952830188679,48.9
Denmark_2001,Denmark,2001,0.00808,21.5,49.1,0.1737028301886792,49.1
Denmark_2002,Denmark,2002,0.0077,22.6,49.2,0.1740566037735849,49.2
Denmark_2003,Denmark,2003,0.00765,22.8,49.3,0.17441037735849052,49.29999999999999
Denmark_2004,Denmark,2004,0.00746,23.9,50.4,0.1783018867924528,50.4
Denmark_2005,Denmark,2005,0.00729,25,51.5,0.18219339622641506,51.49999999999999
Denmark_2006,Denmark,2006,0.0072,26.2,53.3,0.18856132075471693,53.29999999999999
Denmark_2007,Denmark,2007,0.00675,28.1,53.6,0.18962264150943392,53.599999999999994
Denmark_2008,Denmark,2008,0.00672,27.9,53,0.1875,53
Denmark_2009,Denmark,2009,0.00698,25.4,50.1,0.17724056603773583,50.1
Denmark_2010,Denmark,2010,0.00746,24.1,50.8,0.17971698113207546,50.8
Denmark_2011,Denmark,2011,0.00747,24.3,51.3,0.18148584905660375,51.3
Denmark_2012,Denmark,2012,0.00748,24.2,51.2,0.1811320754716981,51.199999999999996
Denmark_2013,Denmark,2013,0.00756,24.1,51.5,0.18219339622641506,51.49999999999999
Denmark_2014,Denmark,2014,0.0076,24.2,52,0.18396226415094336,51.99999999999999
Denmark_2015,Denmark,2015,0.0077,24.3,52.9,0.1871462264150943,52.89999999999999
El Salvador_1991,El Salvador,1991,0.00419,4.47,5.29,0.018714622641509433,5.29
El Salvador_1992,El Salvador,1992,0.00565,3.5,5.59,0.01977594339622641,5.589999999999999
El Salvador_1993,El Salvador,1993,0.0054,3.82,5.83,0.020624999999999998,5.829999999999999
Estonia_2003,Estonia,2003,0.00414,18.9,22.1,0.07818396226415095,22.1
Estonia_2004,Estonia,2004,0.00409,20.5,23.7,0.08384433962264148,23.699999999999996
Estonia_2005,Estonia,2005,0.00403,22.9,26.1,0.09233490566037736,26.1
Estonia_2006,Estonia,2006,0.00409,24.9,28.8,0.10188679245283018,28.799999999999997
Estonia_2007,Estonia,2007,0.00368,29.9,31.1,0.11002358490566036,31.099999999999998
Estonia_2008,Estonia,2008,0.00386,27.1,29.6,0.10471698113207543,29.599999999999994
Estonia_2009,Estonia,2009,0.00374,23.9,25.3,0.08950471698113206,25.299999999999997
Estonia_2010,Estonia,2010,0.00382,24.1,26,0.09198113207547168,25.999999999999996
Estonia_2011,Estonia,2011,0.00396,25,28,0.0990566037735849,28
Estonia_2012,Estonia,2012,0.00404,25.4,29,0.10259433962264149,28.999999999999996
Estonia_2013,Estonia,2013,0.00373,28,29.5,0.1043632075471698,29.499999999999996
Estonia_2014,Estonia,2014,0.00377,28.6,30.5,0.10790094339622638,30.499999999999996
Estonia_2015,Estonia,2015,0.00392,28,31,0.10966981132075469,30.999999999999996
Finland_1990,Finland,1990,0.00585,19.9,32.9,0.11639150943396225,32.9
Finland_1991,Finland,1991,0.00583,18.7,30.8,0.10896226415094337,30.799999999999997
Finland_1992,Finland,1992,0.00382,27.4,29.6,0.10471698113207543,29.599999999999994
Finland_1993,Finland,1993,0.00443,23.4,29.3,0.10365566037735847,29.299999999999997
Finland_1994,Finland,1994,0.00436,24.6,30.3,0.10719339622641508,30.299999999999997
Finland_1995,Finland,1995,0.00457,24.4,31.5,0.11143867924528299,31.499999999999993
Finland_1996,Finland,1996,0.00477,24.1,32.5,0.11497641509433959,32.49999999999999
Finland_1997,Finland,1997,0.00506,24.1,34.5,0.12205188679245281,34.49999999999999
Finland_1998,Finland,1998,0.00498,25.8,36.3,0.12841981132075467,36.29999999999999
Finland_1999,Finland,1999,0.00453,29.5,37.8,0.13372641509433958,37.79999999999999
Finland_2000,Finland,2000,0.00477,29.6,39.9,0.14115566037735847,39.89999999999999
Finland_2001,Finland,2001,0.0043,33.6,40.8,0.1443396226415094,40.79999999999999
Finland_2002,Finland,2002,0.00426,34.4,41.4,0.14646226415094335,41.39999999999999
Finland_2003,Finland,2003,0.00409,36.5,42.2,0.14929245283018863,42.199999999999996
Finland_2004,Finland,2004,0.00414,37.3,43.7,0.15459905660377357,43.7
Finland_2005,Finland,2005,0.00419,37.8,44.8,0.15849056603773581,44.79999999999999
Finland_2006,Finland,2006,0.00424,38.7,46.4,0.16415094339622638,46.4
Finland_2007,Finland,2007,0.00432,39.9,48.7,0.17228773584905657,48.699999999999996
Finland_2008,Finland,2008,0.00442,39.1,48.8,0.17264150943396223,48.79999999999999
Finland_2009,Finland,2009,0.00436,36.3,44.7,0.15813679245283016,44.699999999999996
Finland_2010,Finland,2010,0.00467,34.8,45.9,0.16238207547169808,45.9
Finland_2011,Finland,2011,0.00469,35.3,46.8,0.165566037735849,46.79999999999999
Finland_2012,Finland,2012,0.00465,35,46,0.16273584905660374,45.99999999999999
Finland_2013,Finland,2013,0.00451,35.5,45.3,0.16025943396226414,45.3
Finland_2014,Finland,2014,0.00454,35.1,45,0.15919811320754715,45
France_1990,France,1990,0.00701,17,33.7,0.11922169811320753,33.699999999999996
France_1991,France,1991,0.00689,17.4,33.9,0.11992924528301883,33.89999999999999
France_1992,France,1992,0.0061,19.9,34.3,0.12134433962264149,34.3
France_1993,France,1993,0.00638,18.8,33.9,0.11992924528301883,33.89999999999999
France_1994,France,1994,0.00648,18.9,34.6,0.12240566037735848,34.6
France_1995,France,1995,0.0059,21.1,35.2,0.12452830188679243,35.199999999999996
France_1996,France,1996,0.00658,19.1,35.5,0.1255896226415094,35.5
France_1997,France,1997,0.00721,17.8,36.3,0.12841981132075467,36.29999999999999
France_1998,France,1998,0.00689,19.2,37.4,0.13231132075471697,37.4
France_1999,France,1999,0.00698,19.5,38.5,0.13620283018867924,38.5
France_2000,France,2000,0.00699,20.1,39.7,0.14044811320754716,39.7
France_2001,France,2001,0.00737,19.3,40.2,0.14221698113207545,40.199999999999996
France_2002,France,2002,0.00715,20,40.4,0.14292452830188676,40.4
France_2003,France,2003,0.00687,20.8,40.4,0.14292452830188676,40.4
France_2004,France,2004,0.00676,21.6,41.3,0.1461084905660377,41.3
France_2005,France,2005,0.00675,21.8,41.6,0.1471698113207547,41.6
France_2006,France,2006,0.00679,22.1,42.4,0.14999999999999997,42.39999999999999
France_2007,France,2007,0.00669,22.8,43.1,0.1524764150943396,43.1
France_2008,France,2008,0.00667,22.8,43,0.15212264150943394,42.99999999999999
France_2009,France,2009,0.00667,22,41.5,0.14681603773584903,41.49999999999999
France_2010,France,2010,0.00713,20.9,42.1,0.148938679245283,42.099999999999994
France_2011,France,2011,0.0074,20.5,42.9,0.1517688679245283,42.9
France_2012,France,2012,0.00735,20.6,42.8,0.1514150943396226,42.8
France_2013,France,2013,0.00731,20.7,42.8,0.1514150943396226,42.8
France_2014,France,2014,0.00728,20.9,43,0.15212264150943394,42.99999999999999
Germany_1991,Germany,1991,0.00695,19.5,38.3,0.13549528301886787,38.29999999999999
Germany_1992,Germany,1992,0.00655,20.9,38.7,0.13691037735849054,38.699999999999996
Germany_1993,Germany,1993,0.00681,19.8,38.1,0.13478773584905657,38.099999999999994
Germany_1994,Germany,1994,0.00675,20.4,38.9,0.13761792452830185,38.89999999999999
Germany_1995,Germany,1995,0.007,19.9,39.4,0.13938679245283017,39.4
Germany_1996,Germany,1996,0.0073,19.2,39.6,0.14009433962264148,39.599999999999994
Germany_1997,Germany,1997,0.00769,18.5,40.2,0.14221698113207545,40.199999999999996
Germany_1998,Germany,1998,0.00736,19.7,41,0.14504716981132074,41
Germany_1999,Germany,1999,0.00728,20.3,41.8,0.147877358490566,41.79999999999999
Germany_2000,Germany,2000,0.00751,20.2,42.9,0.1517688679245283,42.9
Germany_2001,Germany,2001,0.00808,19.1,43.6,0.1542452830188679,43.599999999999994
Germany_2002,Germany,2002,0.00812,18.9,43.4,0.15353773584905658,43.4
Germany_2003,Germany,2003,0.00766,19.9,43.1,0.1524764150943396,43.1
Germany_2004,Germany,2004,0.00742,20.8,43.6,0.1542452830188679,43.599999999999994
Germany_2005,Germany,2005,0.0075,20.7,43.9,0.1553066037735849,43.9
Germany_2006,Germany,2006,0.0077,21,45.7,0.16167452830188678,45.699999999999996
