dmu,country,year,efficiencies,CO2,material_footprint,foreign_investment,life_expectancy,income,mean_years_in_school,murder,income_share_20,target_input.CO2,target_input.material_footprint,target_input.foreign_investment,target_output.life_expectancy,target_output.income,target_output.mean_years_in_school,target_output.murder,continent
Germany_2007,Germany,2007,0.95849,10.5,21.8,448.52,80,47.1,13.7,99.999441,8.3,9.477752786540764,20.895080240990364,429.9018986095869,80.30967753261753,47.099999999999994,13.699999999999998,99.99944099998791,Europe
Germany_2008,Germany,2008,0.95687,10.5,22,449.173,80.2,47.6,13.7,99.999505,8.4,9.572678660274534,21.05117363216128,429.800855176308,80.38431141853532,47.600000000000016,13.700000000000001,99.99950499998546,Europe
Germany_2009,Germany,2009,0.97824,9.76,21.3,448.34,80.3,45,13.8,99.999486,8.3,9.52882947454654,20.83659503157483,438.585869322261,80.30000000135556,47.29130081476945,13.800000000210625,99.9994860017593,Europe
Germany_2010,Germany,2010,0.99117,10.3,20.9,447.47,80.5,47,13.8,99.999439,8.4,9.73807836562199,20.715435493584025,443.51846508679654,80.5,48.541478188403346,13.8,99.99943900000045,Europe
Germany_2011,Germany,2011,1,10,21.1,447.4,80.7,49.8,13.9,99.999508,8.4,10,21.1,447.4,80.7,49.8,13.9,99.999508,Europe
Germany_2012,Germany,2012,1,10.1,21.6,448.14,80.8,49.9,14,99.999507,8.2,10.1,21.6,448.14,80.8,49.9,14,99.999507,Europe
Germany_2013,Germany,2013,1,10.3,21.9,448.2,80.8,50,14,99.99954,8.1,10.299999999999617,21.899999999999185,448.19999999998333,80.799999999997,49.99999999999814,13.99999999999948,99.99953999999627,Europe
Germany_2014,Germany,2014,1,9.74,22.2,449.499,81,50.8,14,99.999581,8.1,9.739999999999329,22.199999999998468,449.49899999996904,80.99999999999442,50.799999999996494,13.999999999999035,99.99958099999311,Europe
Germany_2015,Germany,2015,1,9.74,22.6,448.14,80.9,51.2,14.1,99.999494,7.9,9.739999999998817,22.599999999997255,448.13999999994553,80.89999999999019,51.199999999993786,14.099999999998287,99.99949399998785,Europe
Greece_1995,Greece,1995,0.63687,8.1,25.6,449.231,77.8,24.9,8.2,99.99883,5.9,4.626805214152962,16.30391832621541,286.10255990640917,77.80000000000001,24.9,9.378460749455162,99.99882999999049,Europe
Greece_1996,Greece,1996,0.63034,8.23,26.3,449.275,77.9,25.5,8.3,99.99859,6.08,4.655150525997461,16.57801314305459,283.19721881543165,77.90000000000002,25.499999999999996,9.511019208230648,99.99858999999228,Europe
Greece_1997,Greece,1997,0.62509,8.61,27.3,449.313,78.1,26.5,8.3,99.99859,6.26,4.792589753086339,17.064946224240444,280.8608858187599,78.10000000000002,26.5,9.566512337871632,99.99858999999351,Europe
Greece_1998,Greece,1998,0.60384,9,29.4,449.9507,78.2,27.4,8.4,99.99883,6.44,5.013674062412493,17.75296470473603,271.6992821758935,78.20000000000002,27.4,9.671969742698519,99.99882999999248,Europe
Greece_1999,Greece,1999,0.59521,8.89,30.6,449.942,78.2,28.1,8.5,99.99894,6.62,5.198711915435672,18.21347800698325,267.8107425300019,78.20000000000002,28.1,9.733978990087552,99.99893999999317,Europe
Greece_2000,Greece,2000,0.58578,9.3,32.1,450.00628,78.4,29.1,8.6,99.999028,6.8,5.3699312010725935,18.803524216667917,263.6044854714219,78.4,29.099999999999994,9.767504638155055,99.99902799999386,Europe
Greece_2001,Greece,2001,0.59605,9.47,32,449.99853,78.7,30.2,8.8,99.999115,6.933333333333334,5.482098880441029,19.073750423767272,268.2237391338172,78.7,30.2,9.74054566826936,99.99911499999297,Europe
Greece_2002,Greece,2002,0.59774,9.4,32.8,449.9779,78.9,31.3,9.1,99.999343,7.066666666666666,5.6187381593941925,19.605809747673355,268.96893591638985,78.90000000000002,31.299999999999997,9.568764647696446,99.99934299999231,Europe
Greece_2003,Greece,2003,0.58483,9.73,34.6,449.304,79.1,33,9.3,99.999028,7.2,5.690420856442983,20.235206743515697,262.7676107469358,79.1000000169804,33.00000001111063,9.873095433535134,99.9990280209577,Europe
Greece_2004,Greece,2004,0.58115000000000006,9.76,36,449.109,79.2,34.6,9.6,99.999188,7.1,5.671991285644983,20.92127933229707,260.998189990239,79.2,34.6,9.621947426460338,99.99918799999381,Europe
Greece_2005,Greece,2005,0.58152,10.2,36,449.722,79.4,34.7,9.8,99.999083,6.9,5.93152683404464,20.93480059074579,261.5233442019827,79.40000000000002,34.70000000000001,9.97665842013164,99.99908299999524,Europe
Greece_2006,Greece,2006,0.60048,10.1,35.7,448.02,79.7,36.5,9.9,99.999274,6.7,6.0648739538148595,21.437227737741637,269.0282008701122,79.70000000000002,36.5,9.9,99.99927399998707,Europe
Greece_2007,Greece,2007,0.58757,10.3,37,449.386,79.6,37.6,10,99.99898,7,6.05196559963531,21.740070598758667,264.0454964161442,79.60000001617509,37.6000000105837,10.069873152031388,99.99898001996613,Europe
Greece_2008,Greece,2008,0.59173,10.1,37.3,448.39,80,37.4,10.1,99.99881,7.1,5.976481225441222,22.071559377124508,265.3261798688702,80,37.40000000010748,10.1,99.99880999998997,Europe
Greece_2009,Greece,2009,0.62507,9.53,34,449.165,80.2,35.7,10.1,99.99871,7,5.956955515994081,21.25251705601247,280.7613771528396,80.20000000000002,35.7,10.1,99.99870999999953,Europe
Greece_2010,Greece,2010,0.68075,8.95,30.2,449.821,80.4,33.7,10.3,99.99866,6.7,5.321780877114479,20.558718174401214,306.21666118964663,80.40000000000002,33.7,10.3,99.9986826943319,Europe
Greece_2011,Greece,2011,0.70866,8.74,28.2,449.614,80.5,30.3,10.3,99.99857,6.1,4.637061073253831,19.98426997489266,318.6243815777088,80.5,30.299999999999997,10.3,99.99882954819518,Europe
Greece_2012,Greece,2012,0.71636,8.49,27.9,449.313,80.6,28.3,10.3,99.9987,5.8,4.485046218487402,19.986469138846502,321.87026552625605,80.6,29.560847428882226,10.299999999999912,99.99890773514376,Europe
Greece_2013,Greece,2013,0.76391,7.62,26.2,448.77,80.9,27.8,10.4,99.99881,5.9,4.602107307631207,20.014400823533173,342.8191854037017,80.90000000000002,31.34385998569438,10.399999999997222,99.9989933205889,Europe
Greece_2014,Greece,2014,0.77407,7.36,26.2,448.85,81,28.1,10.5,99.999138,5.9,4.7064462170420125,20.28065861150177,347.44174114025395,81.00000002231195,32.820648535836526,10.500000003244407,99.99913802659266,Europe
Greece_2015,Greece,2015,0.77497,7.04,26.2,449.352,80.9,28.3,10.6,99.999248,5.8,4.7760064871981704,20.3041201754213,348.2327102696912,80.90000000000002,33.24894945711349,10.6,99.999247999999,Europe
Hungary_2004,Hungary,2004,0.78322,5.98,15.4,445.64,73.1,23.4,10.6,99.99833,8.3,4.583925271704604,12.061607875240384,349.0347403988403,73.47650223437745,23.400000080966148,10.600000112424333,99.99833103136747,Europe
Hungary_2005,Hungary,2005,0.78905,6,16.9,425.7,73.1,24.4,10.9,99.99849,7.1,4.734294669557807,13.334929985921153,335.8982068051264,74.49562468930512,24.400000000000002,10.9,99.9984899999988,Europe
Hungary_2006,Hungary,2006,0.82875,5.96,15.1,433.9,73.5,25.4,11.1,99.99835,8.7,4.939378335607328,12.514196789877628,359.59668788926496,74.71760676556077,25.4,11.1,99.99835000000012,Europe
Hungary_2007,Hungary,2007,0.88777,5.85,14.9,399.6,73.6,25.5,11.3,99.99854,8.7,5.193457821083651,13.227781499215595,354.7531190179393,74.88106998706368,25.500000188345034,11.300000038897345,99.99854029246589,Europe
Hungary_2008,Hungary,2008,0.86172,5.75,16.1,402.6,74.2,25.8,11.5,99.99832,8.8,4.954861697975307,13.87361275433086,346.92649036606235,75.7103177485653,25.799999999999997,11.5,99.99831999999503,Europe
Hungary_2009,Hungary,2009,0.85312,5.21,14.5,452.13,74.4,24.2,11.7,99.99893,8.8,4.444736420815753,12.370187735475705,385.7195159200435,74.94855872376363,24.2,11.700000000000001,99.99892999998146,Europe
Hungary_2010,Hungary,2010,0.87615,5.26,13.2,465.7,74.8,24.5,11.9,99.99883,8.2,4.581965159540398,11.565153782427391,408.0221301059877,74.80000001449137,24.500000000891465,11.900000002138725,99.99883001997085,Europe
Hungary_2011,Hungary,2011,0.91344,5.09,13.2,442.44,75.1,25,12,99.99881,8.1,4.649408333567056,12.057404715733819,404.142283517216,75.14341141665045,25,12.000000000000002,99.99880999998106,Europe
Hungary_2012,Hungary,2012,0.94243,4.75,12.5,441.61,75.4,24.8,12.2,99.99883,7.6,4.333539330641706,11.780353454787935,416.18575113351847,75.40000000002571,24.800000000000004,12.200000000000001,99.99883000000257,Europe
Hungary_2013,Hungary,2013,0.92448,4.46,13.1,452.64,75.9,25.3,12,99.999047,7.5,4.123163542857239,12.110637311979787,418.45487579347565,75.90000000001528,25.3,12,99.99904699998517,Europe
Hungary_2014,Hungary,2014,0.91991,4.48,14.1,440.74,76,26.5,11.8,99.999328,7.6,4.121217833295836,12.9707971985427,405.4432026443765,75.99999999999999,26.500000000004693,11.800000000000002,99.99932799996976,Europe
Hungary_2015,Hungary,2015,0.89227,4.78,14.3,454.21,75.9,27.5,11.8,99.99898,7.8,4.265049197584837,12.759456804490204,405.2778234382863,75.9795835265705,27.499999999999996,11.8,99.99897999997317,Europe
Hungary_2016,Hungary,2016,0.97487,4.87,14.6,395.8,76.3,28.2,11.9,99.999191,8,4.73505097879604,14.233082575054269,385.8530193977041,76.30000000000001,28.199999999999996,11.900000000000002,99.99919099997393,Europe
Iceland_2003,Iceland,2003,0.62666,10.4,39.2,447.07,81.2,43.1,9.8,99.99844,9.5,6.517312726632568,24.56525566192276,280.1629808361176,81.20000000000091,43.099999999999994,10.960667282886362,99.99937627477972,Europe
Iceland_2004,Iceland,2004,0.59688,10.7,44.8,444.54,81.4,46.1,9.9,99.99858,9.4,6.386615819557035,26.740223244500477,265.33702770336936,81.4000000000182,46.1,11.376301250336528,99.99934869816718,Europe
Iceland_2005,Iceland,2005,0.56228,10.1,55.3,431.6,81.6,48.1,10,99.99896,9.2,5.6790536544996115,29.66687745583979,242.68114428536296,81.59999999999408,48.10000000000001,11.513679912283607,99.99926512317828,Europe
Iceland_2006,Iceland,2006,0.78961,10.5,59.6,427.8,81.7,50,10.2,99.99966,8.9,8.290861463858572,35.1894941941739,337.79338421320926,81.7,50,11.779437489369883,99.99966000000396,Europe
Iceland_2007,Iceland,2007,0.59258,11.5,57.6,418.3,81.9,52.8,10.3,99.999381,9.1,6.47688443715706,34.132796606160795,247.8775836867544,81.9,52.8,11.772768317085715,99.99938099996578,Europe
Iceland_2008,Iceland,2008,0.82979,12.2,44,443.34,82.2,53,10.4,99.999689,8.6,9.462697192653579,36.51095456496624,367.8810596144839,82.20000031842045,53.00000025304426,12.028730126074741,99.99968938456301,Europe
Iceland_2009,Iceland,2009,0.87556,11.8,31.5,449.517,82.4,48.8,10.5,99.999666,9.1,7.41781950649573,27.580050206860168,393.5778253034877,82.40000539674683,48.800004288719094,12.417784388909187,99.99967251776395,Europe
Iceland_2010,Iceland,2010,0.83398,11.3,31.3,448.13,82.6,47.5,10.6,99.999419,9.5,5.9348472551157645,26.103724785849778,373.73361623904225,82.59999999999542,47.49999999999979,11.26595450939223,99.99944180849747,Europe
Iceland_2011,Iceland,2011,0.83336,10.8,33,442.73,82.8,48.2,11,99.99899,9.3,6.799029298270009,27.500754574748527,368.9517900872247,82.8,48.2,11.771531263990264,99.9995042510397,Europe
Iceland_2012,Iceland,2012,0.87989,10.7,33.4,443.06,82.9,48.4,11.5,99.999668,9.3,8.475132257953069,29.388172127130336,389.8420258648976,82.9000048184612,48.40000382916361,12.2353356142635,99.99967381935997,Europe
Iceland_2013,Iceland,2013,0.87977,10.7,33.6,447.07,83.2,50.2,11.9,99.999627,9.9,8.208144030503927,29.560383064518465,393.32025184640264,83.2000002168061,50.20000017229277,12.342904341013258,99.99962726182105,Europe
Iceland_2014,Iceland,2014,0.98197,10.5,33.8,445.71,83.7,50.5,12.2,99.999655,9.4,10.310659638088866,32.27053744410936,437.67277212310347,83.70000000000002,50.50000000000001,12.26681720491318,99.99974084237697,Europe
Iceland_2015,Iceland,2015,0.99113,10.7,34.1,443.46,83.7,52.1,12.2,99.999256,9.5,10.346790766940424,33.202401340278215,439.52561169039757,83.69999999999492,52.09999999999977,12.29357781087118,99.99974076767647,Europe
Iceland_2016,Iceland,2016,1,10.5,34.4,455.13,83.8,54.7,12.4,99.999754,9.4,10.500000000003345,34.40000000001096,455.130000000145,83.8000000000267,54.70000000001743,12.400000000003951,99.99975400003186,Europe
Ireland_1990,Ireland,1990,0.88967,9.38,13.4,448.74,75,26.4,9.73,99.999333,7,5.323538204723495,11.921634640320054,399.2324125744194,75.00000000000001,26.399999999999995,10.195718463542287,99.99933300000414,Europe
Ireland_1991,Ireland,1991,0.8242,9.57,16.3,447.27,75.2,26.8,9.9,99.999376,7,5.335617701681923,13.434432700129756,368.63918489491,75.2,26.8,10.02059894519683,99.99937600000383,Europe
Ireland_1992,Ireland,1992,0.879,9.48,14.2,447.39,75.4,27.5,10,99.999204,7,5.371390054798138,12.48182681452113,393.2566548273668,75.4,27.5,10.309135721056013,99.99920400000312,Europe
Ireland_1993,Ireland,1993,0.91315,9.5,13.3,447.94,75.5,28.1,10.1,99.999354,7,5.4246373064344535,12.14495560122744,409.0384520224745,75.50000001159894,28.100000006015406,10.205840128326292,99.99935401542609,Europe
Ireland_1994,Ireland,1994,0.89666,9.76,14.4,448.5,75.8,29.6,10.3,99.999306,7,5.609056944228719,12.911840335819281,402.1500271260379,75.80000000000001,29.6,10.38254817180523,99.99930600000285,Europe
Ireland_1995,Ireland,1995,0.88023,9.98,15.9,447.91,75.7,32.3,10.4,99.999233,6.8,6.111110188394747,13.995656512622173,394.26380557035196,75.70000000000002,32.300000000000004,10.974845028816546,99.99923300000873,Europe
Ireland_1996,Ireland,1996,0.88547,10.3,16.4,446.55,76,34.4,10.5,99.999069,7.1,6.288949196829761,14.521755631349588,395.40792543786057,76.00000000019756,34.40000000010246,11.283010211471144,99.99906900027212,Europe
Ireland_1997,Ireland,1997,0.88859,10.6,17.6,447.55,76.1,37.8,10.6,99.999158,7.275,5.964539312309567,15.639221850187912,397.6894169915681,76.1,37.8,10.916626280759909,99.99915799998638,Europe
Ireland_1998,Ireland,1998,0.87089,11,19.7,440.17,76.3,40.7,10.7,99.99894,7.449999999999999,6.048258079106272,17.15651903159855,383.3393391948595,77.12757699163188,40.70000000000001,10.7,99.99894000000674,Europe
Ireland_1999,Ireland,1999,0.88907,11.4,20.9,431.6,76.4,44.5,10.8,99.999021,7.625,6.382421182816682,18.581605619368585,383.7234921205493,78.2352015579819,44.50000000000001,10.8,99.99902100000159,Europe
Ireland_2000,Ireland,2000,0.8873,12,22.7,424.3,76.8,48,10.8,99.99897,7.8,6.597954138250368,20.14182178462061,376.4834796370078,79.4010621157197,48.00000000362142,10.800000005028469,99.99897004613169,Europe
Ireland_2001,Ireland,2001,0.92381,12.4,21,441.17,77.3,49.7,11,99.99898,7.699999999999999,6.760791886166301,19.40010581045124,407.55927049508443,79.56858266804198,49.7,11,99.99898000000141,Europe
Ireland_2002,Ireland,2002,0.93251,11.8,22.2,427.2,77.8,51.8,11.2,99.99893,7.6,7.2386456901639376,20.7016634614798,398.3671455290124,80.49250578309125,51.80000000000001,11.200000000000001,99.99912371538075,Europe
Ireland_2003,Ireland,2003,0.89207,11.5,24.2,436.2,78.3,52.5,11.4,99.999115,7.7,7.3702447161447235,21.58820483572137,389.12293179097765,80.78336516282417,52.49999999999999,11.4,99.99930339273237,Europe
Ireland_2004,Ireland,2004,0.88361,11.4,26,455.46,78.7,55,11.6,99.999429,7.6,7.233777742678658,22.973769430706263,402.4474240349797,81.29428868382061,55,11.845375516762235,99.999428999978,Europe
Ireland_2005,Ireland,2005,0.89777,11.6,28.2,427.8,79.1,56.9,11.7,99.999104,7.7,6.113776598807979,25.31704246441172,384.064920789877,81.16630150042155,56.89999999999978,11.767842019043778,99.99926182655258,Europe
Ireland_2006,Ireland,2006,0.89224,11.3,29,440.49,79.4,58.2,11.8,99.99902,7.9,6.062902432577287,25.87503608977668,393.023953351209,81.40984286479699,58.199999999999996,11.994837625766305,99.99930543971018,Europe
Ireland_2007,Ireland,2007,0.93862,11,28.2,427.8,79.7,59.5,11.9,99.99895,8.2,6.010838402507462,26.469168182271808,401.54291306371215,81.66224362010243,59.500000000292495,12.22760074720712,99.99935100555216,Europe
Ireland_2008,Ireland,2008,0.88064,10.7,27.7,441.55,80,55.7,12,99.999195,8.2,6.713060542517109,24.393606297847988,388.844652014969,81.36826047556067,55.7,12.000000000000444,99.99929558108524,Europe
Ireland_2009,Ireland,2009,0.95451,9.38,22.4,427.2,80.2,52.3,12.1,99.99897,7.7,8.211884380099002,21.380961517171148,407.7654803631926,81.13601919503591,52.29999999999999,12.1,99.99945099003381,Europe
Ireland_2010,Ireland,2010,0.98096,9.16,21.3,433,80.8,53,12.2,99.999201,7.6,8.336416257835696,20.89438460530723,424.75439127221335,81.14325437566664,53,12.20000000000052,99.99946045270676,Europe
Ireland_2011,Ireland,2011,0.99495,8.28,20.5,440.08,80.8,53.3,10.9,99.999432,7.4,7.800676631510643,20.39641053446603,423.49260645520445,80.9231449841048,53.29999999999999,11.62195358550003,99.99943199999265,Europe
Ireland_2012,Ireland,2012,0.99505,8.29,20.4,424.2,81,53,11.3,99.99917,7.5,7.863759654900549,20.298929300417505,422.0983239821826,80.99999999999565,52.99999999999949,11.711120085922648,99.99935815710612,Europe
Ireland_2013,Ireland,2013,1,8.06,20.6,420.3,81.2,53.4,11.8,99.999456,7.3,8.059999999999965,20.599999999999913,420.2999999999982,81.19999999999965,53.399999999999764,11.79999999999995,99.99945599999957,Europe
Israel_1995,Israel,1995,0.67505,9.47,25.8,448.66,77.8,26.2,11.6,99.99854,6.42,5.450416913210793,17.416199077655946,302.86635186748515,77.8,27.447687026017142,11.6,99.99854000000042,Asia
Israel_1996,Israel,1996,0.6854,9.58,26.2,448.73,78,27.1,11.7,99.99896,6.26,5.510660789475224,17.957388879298176,307.55798207167504,78.00000017002321,27.551489815582446,11.700000026417948,99.9989602257922,Asia
Israel_1997,Israel,1997,0.73775,9.86,25.2,448.58,78.2,27.5,11.8,99.999459,6.1,6.260520365666677,18.59133073779657,330.940442157174,78.20000000000002,31.157720163072156,11.799999999999999,99.99945899998718,Asia
Israel_1998,Israel,1998,0.70139,9.84,28.1,448.5,78.4,28,11.8,99.999498,6.05,6.5763660642641275,19.70892402393255,314.57126066668144,78.4,32.595287875085305,11.8,99.99949799998497,Asia
Israel_1999,Israel,1999,0.70452,9.41,27.1,446.46,78.7,28.2,11.9,99.99786,6,6.629493169424213,19.092376715345384,314.53809993848444,78.69999999999885,33.43455249964576,11.899999999999796,99.9984217879915,Asia
Israel_2000,Israel,2000,0.7216,10,26.9,443.92,78.9,29.9,12,99.99688,5.95,6.878515895052639,19.41096333176353,320.33140677458385,78.89999999999891,34.491447370626574,11.999999999999805,99.99852955770683,Asia
Israel_2001,Israel,2001,0.74712,10.4,25.7,448.65,79,29.3,12.1,99.9942,5.9,6.994228025807789,19.200957943409694,335.1949331249323,79.00000000000001,35.12833409690674,12.1,99.99857587206697,Asia
Israel_2002,Israel,2002,0.74092,9.62,25.8,448.69,78.9,28.6,12.1,99.99224,5.5,6.953653186812618,19.115785936762563,332.4442632544901,78.89999999999891,34.922585380795006,12.099999999999804,99.99853040417196,Asia
Israel_2003,Israel,2003,0.82841,9.95,22.9,447.39,79.5,28.5,12.2,99.99494,5.2,7.211874537043789,18.97050698765897,370.62074765103154,79.49999999999889,36.37436311521278,12.199999999999802,99.99879504033505,Asia
Israel_2004,Israel,2004,0.91609,9.18,19.9,447.83,79.9,29.3,12.2,99.99643,4.8,7.189452355263935,18.230277947249874,410.25454136265887,79.89999999999999,36.56776194423078,12.2,99.9989488538287,Asia
Israel_2005,Israel,2005,0.89909,8.66,21.7,446.62,80.3,30,12.3,99.99676,4.8,7.439720599734696,19.510346610187785,401.5535024443293,80.2999999999988,39.055292887824976,12.299999999999788,99.99911130351114,Asia
Israel_2006,Israel,2006,0.88742,9.31,22.3,440.66,80.4,31.2,12.1,99.99681,4.8,7.157117335485999,19.789403524089032,391.0492626423799,80.39999999999999,38.4407636101448,12.099999999999998,99.99911702545899,Asia
Israel_2007,Israel,2007,0.89945,9.18,23.2,445.09,80.8,32.5,12.5,99.99793,5,7.805201396030012,20.867312166334024,400.337585004891,80.79999999999879,42.47538003967162,12.499999999999783,99.9993144381366,Asia
Israel_2008,Israel,2008,0.92962,9.69,22.5,445.26,81,33,12.6,99.99797,4.8,7.861210910927231,20.916475828414946,413.92311232711273,81,43.75682502935947,12.600000000000001,99.99937641104313,Asia
Israel_2009,Israel,2009,0.96251,8.89,21.9,447.78,81.4,32.6,12.6,99.99792,4.6,7.690865316532719,21.079000857912973,430.993379185212,81.39999999999878,45.26043679084165,12.59999999999978,99.9994738715089,Asia
