dmu,country,year,efficiencies,CO2,material_footprint,foreign_investment,life_expectancy,income,mean_years_in_school,murder,income_share_20,target_input.CO2,target_input.material_footprint,target_input.foreign_investment,target_output.life_expectancy,target_output.income,target_output.mean_years_in_school,target_output.murder,continent
Italy_2001,Italy,2001,0.91478,8.38,19.3,448.73,79.9,43.9,8.7,99.999099,6.433333333333334,6.746120848579146,17.655271722910193,410.4896414622532,79.90000000000002,43.89999999999999,10.980923373743718,99.9990989999969,Europe
Italy_2002,Italy,2002,0.89759,8.36,20.3,448.65,80.2,43.9,8.8,99.999085,6.566666666666666,6.749900823745721,18.221153005365103,402.70543329345065,80.19999999999796,43.900000000003025,10.736411804315875,99.99908500000357,Europe
Italy_2003,Italy,2003,0.86173,8.53,21.9,448.76,80.3,43.8,8.9,99.99897,6.7,6.764231909278917,18.87195596027176,386.71136788728546,80.29999999999998,43.79999999999999,10.746779390836494,99.99896999999889,Europe
Italy_2004,Italy,2004,0.86375,8.54,22.8,448.89,80.8,44.1,9.1,99.99899,6.8,6.75538128233624,19.693439439818736,387.7275451815891,80.80000000000001,44.1,10.759460118061252,99.99899000000012,Europe
Italy_2005,Italy,2005,0.86649,8.49,23.2,448.02,81,44.3,9.2,99.99917,6.8,6.806162292672071,20.102595745776753,388.2053856044353,80.99999999999997,44.29999999999998,10.770265825225124,99.99916999999907,Europe
Italy_2006,Italy,2006,0.86221,8.36,24.1,447.08,81.3,44.9,9.3,99.999181,6.9,6.879837330778751,20.77932463320189,385.4780272619045,81.30000000000001,44.9,10.854367874046243,99.99918100000002,Europe
Italy_2007,Italy,2007,0.86039,8.16,24.7,447.02,81.5,45.4,9.4,99.999123,7.1,6.967945674256384,21.25155072781342,384.61004883996577,81.50000000001668,45.4,10.914550905570355,99.9992919972767,Europe
Italy_2008,Italy,2008,0.87005999999999994,7.94,24.2,450.394,81.6,44.6,9.5,99.999229,6.9,6.804660782751418,21.055363431316643,391.868155259687,81.60000000001665,44.599999999999994,10.80505169754265,99.99927318992295,Europe
Italy_2009,Italy,2009,0.90218,7.06,22.8,449.245,81.8,42.1,9.6,99.999219,6.7,6.3353500843488435,20.56978429662177,405.3014362428002,81.8,42.099999999999994,10.46949422000657,99.99921900000027,Europe
Italy_2010,Italy,2010,0.9327,7.19,22.2,449.535,82.1,42.7,9.7,99.999301,6.4,6.365313450092533,20.705846403205562,419.2793992281477,82.09999999999874,42.699999999999676,10.512645956937654,99.99933369178065,Europe
Italy_2011,Italy,2011,0.98693,6.95,20.4,448.5,82.2,42.9,9.8,99.999294,6.4,6.2881908595784415,20.133270187071485,441.09879706369236,82.19999999999878,42.89999999999969,10.496069145157264,99.99931795832121,Europe
Italy_2012,Italy,2012,0.98297,6.56,20.6,449.99833,82.4,41.5,9.9,99.999302,6.3,6.0593472524774326,20.249134894558395,442.33382944152294,82.39999999999328,41.49999999999829,10.320259840133728,99.9993417313734,Europe
Italy_2013,Italy,2013,0.99918,6.06,20.3,449.088,82.6,40.3,10.3,99.999394,6.2,5.6779968182013185,20.283408232881015,448.25640006360055,82.59999999999998,40.29999999999999,10.299999999999999,99.99939400000004,Europe
Italy_2014,Italy,2014,1,5.77,20.5,449.212,82.8,39.9,10.1,99.999442,6.2,5.7700000000079035,20.50000000002808,449.2120000006153,82.80000000011341,39.90000000005465,10.100000000013834,99.99944200013698,Europe
Italy_2015,Italy,2015,0.98589,5.88,20.9,449.276,82.7,40.2,10.2,99.999436,5.9,5.79703610517916,20.605111326232052,442.9369376174272,82.69999999999999,40.20000000037122,10.199999999999998,99.999436,Europe
Japan_2008,Japan,2008,0.91565,9.59,26.1,449.518,83.1,38.8,11.4,99.999598,6.4,7.972603346227067,23.898499646638044,411.60175341576087,83.09999999993654,39.64296931018272,11.399999999992446,99.99961716265358,Asia
Japan_2009,Japan,2009,0.99341,9.05,23.5,449.769,83.3,36.6,11.4,99.999673,7.3,8.6201022635785,23.34522780347175,446.8067985102812,83.3000000129781,38.8761844204578,11.40000000154541,99.99967301661613,Asia
Japan_2010,Japan,2010,0.98615,9.46,24,449.871,83.3,38.1,11.5,99.999706,8.2,9.019821536713318,23.66770286004884,443.64221472304297,83.3,38.29940548862006,11.509289657622077,99.99970599999865,Asia
Japan_2011,Japan,2011,0.94885,9.85,25.7,450.0137,83.2,38.1,11.8,99.999735,8.033333333333333,9.346139756136765,24.385359566773086,426.9940032869241,83.2,38.10000098613536,11.800000000000002,99.9997349999978,Asia
Japan_2012,Japan,2012,0.95444,10.2,26.7,449.99128,83.6,38.7,12,99.999738,7.866666666666666,9.735253879890882,25.483458685596716,429.4881720134376,83.60000000000001,39.56018447118367,12.045076979543586,99.99973800000109,Asia
Japan_2013,Japan,2013,1,10.3,25.4,449.796,83.9,39.6,12.2,99.99977,7.7,10.299999999993858,25.39999999998485,449.79599999973175,83.89999999994997,39.59999999997638,12.199999999992723,99.99976999994036,Asia
Jordan_2008,Jordan,2008,0.96792,3.16,7.97,437.5,76.2,11.7,9.8,99.99792,8.4,1.9569847331769992,7.714297614130876,423.4636394206096,76.2,11.7,9.800000000000002,99.99791999999911,Asia
Jordan_2009,Jordan,2009,0.99037,3.1,7.85,440.17,76.7,11.7,9.9,99.9976,8.3,1.7946446045082056,7.77441577566259,435.9317951558473,76.70000000000002,11.700000000000001,9.900000000000004,99.99760000000178,Asia
Jordan_2010,Jordan,2010,0.96253,2.84,8.4,443.78,76.9,11.3,9.8,99.99733,8.2,1.7122465439031265,8.085272028912758,427.15262154653607,76.9,11.299999999999999,9.8,99.99733000000369,Asia
Kazakhstan_1996,Kazakhstan,1996,0.71282,9.54,12.2,444.59,63.9,8.73,9.5,99.9804,6.9,2.6961802236740224,8.696412079478034,316.9129382306934,72.5889658129672,14.229227961952404,10.62324390620455,99.99538558991824,Asia
Kazakhstan_1997,Kazakhstan,1997,0.7151,9.1,12.1,444.04,64.1,9.02,9.8,99.9813,6.86,2.688541853841573,8.652743931641883,317.5342492073646,72.57360372843254,14.196441290699426,10.62466632145075,99.99537790325263,Asia
Kazakhstan_1998,Kazakhstan,1998,0.72424,8.9,11.5,444.8,64.5,9,10,99.9813,6.82,2.631877478778722,8.328796759493272,322.14337379360904,72.4596418568136,13.953217110960999,10.635218346604743,99.99532088013231,Asia
Kazakhstan_1999,Kazakhstan,1999,0.72417,7.2,11.8,440.59,64.8,9.33,10.2,99.9831,6.78,2.669739071313329,8.54524943934416,319.0636822446211,72.53578807646079,14.115732885249248,10.628167770717816,99.99535898148092,Asia
Kazakhstan_2000,Kazakhstan,2000,0.72528,8.95,11.6,442.51,64.7,10.3,10.5,99.983,6.74,2.6466433824009012,8.413212633090062,320.9423036440235,72.48933864619553,14.016597758723709,10.63246864387753,99.99533573948739,Asia
Kazakhstan_2001,Kazakhstan,2001,0.70041,8.57,13.8,437.3,64.7,11.7,10.7,99.9843,6.7,2.8425100768164295,9.665721629436204,306.2913093153955,73.40702404505411,15.136414073212944,10.7,99.99577995335139,Asia
Kazakhstan_2002,Kazakhstan,2002,0.71484,9.76,13.8,439.5,64.7,12.8,11,99.9868,7.3,2.755243080127128,9.864843435953416,314.17381812329796,74.38896043197362,15.295241320164264,11,99.99644394375753,Asia
Kazakhstan_2003,Kazakhstan,2003,0.72581,10.8,14.2,441.95,64.6,14,11.2,99.9854,7.5,2.57321016253486,10.30655637913169,320.7734219547369,73.83240862752429,14.09720799942292,11.2,99.99694911325041,Asia
Kazakhstan_2004,Kazakhstan,2004,0.76182,11.2,14.4,437,64.6,15.2,11.5,99.986238,8.2,2.849051308747008,10.97024028392107,332.91631972732705,74.31139268954553,15.199999999999946,11.500000000000002,99.9973387755874,Asia
Kazakhstan_2005,Kazakhstan,2005,0.76988,11.9,14.8,445.54,64.6,16.5,11.7,99.987076,5.9,3.1350161632187223,11.394214463434215,343.0120481107081,74.67369455058,16.5,11.700000000007183,99.99754395599778,Asia
Kazakhstan_2006,Kazakhstan,2006,0.75406,13.3,16.6,440.6,64.8,18.1,11.7,99.987914,8.9,3.4866827102539295,12.517403739237775,332.23904141615435,75.09312773021094,18.1,11.700000000005243,99.9976913588518,Asia
Kazakhstan_2007,Kazakhstan,2007,0.71982,13.6,18.8,438.6,65.3,19.5,11.6,99.988752,8.9,3.7848838171327115,13.532706923582284,315.71517322782927,75.49728312485487,19.500000000000004,11.600000000005634,99.99771252316371,Asia
Kazakhstan_2008,Kazakhstan,2008,0.74123000000000006,13.4,16.8,437.4,66.3,19.8,11.5,99.98959,9.5,3.7735730141133543,12.452589851228613,324.21207148377346,75.42046490398539,19.800000000000004,11.500000000004945,99.99727735085753,Asia
Kazakhstan_2009,Kazakhstan,2009,0.7256,13,17.8,437.6,67.3,19.6,11.5,99.990428,9.4,3.7605132968920327,12.915751619113495,317.5243207075889,75.45589197039479,19.60000000006697,11.50000000014187,99.9974208507364,Asia
Kazakhstan_2010,Kazakhstan,2010,0.72678,14.5,16.8,444.96,67.6,20.8,11.4,99.991266,9.5,3.933833107701813,12.209940345394973,323.38899143794583,75.57752410031439,20.80000000007204,11.40000000015261,99.99699951338695,Asia
Kazakhstan_2011,Kazakhstan,2011,0.72495,13.8,18.1,442.86,68.1,22,11.5,99.992104,9.5,4.212301185066034,13.121610126584573,321.0517271124626,75.86976456213193,22.000000000070685,11.500000000149754,99.99724518714004,Asia
Kazakhstan_2012,Kazakhstan,2012,0.74938,14,16.6,443.44,68.6,22.7,11.5,99.992942,9.4,4.297693216261013,12.439683547631923,332.3044139977428,75.8800222742269,22.699999999975077,11.499999999987011,99.99700520391977,Asia
Kazakhstan_2013,Kazakhstan,2013,0.7352,14.1,18.3,445.77,69.4,23.7,11.6,99.99378,9.8,4.553047649437352,13.454137889468715,327.729565409206,76.15768389114373,23.700000000000003,11.600000000024515,99.99728738418685,Asia
Kazakhstan_2014,Kazakhstan,2014,0.75378,14.8,17.8,446.7,70.1,24.4,11.7,99.99418,9.9,4.691029405783241,13.417268424731429,336.71313513075995,76.23187124627353,24.4,11.700000000024861,99.99732668510214,Asia
Kazakhstan_2015,Kazakhstan,2015,0.75369,15,17.8,446.43,70.6,24.3,11.7,99.99411,10,4.672567169746447,13.415767209167,336.47196379160584,76.21565659676915,24.30000000028655,11.70000000060704,99.99733590837081,Asia
Kyrgyzstan_2000,Kyrgyzstan,2000,0.8989,0.936,6.06,450.172,67.2,3.08,9.8,99.99083,8.6,0.8413674830149462,3.480134124910868,404.6582078673079,68.45416177680839,3.989452808845301,10.45562038247366,99.99711411603005,Asia
Kyrgyzstan_2001,Kyrgyzstan,2001,0.91947,0.779,5.97,449.672,67.3,3.21,9.9,99.99212,8.8,0.7162639085198228,2.882374428154274,413.4580542643436,68.19373961915367,3.4027963823763177,10.467733040969255,99.99706659403343,Asia
Kyrgyzstan_2002,Kyrgyzstan,2002,0.89361,0.986,6.27,449.71,67.2,3.18,10,99.99244,8.6,0.8810958283008987,3.6699608642875083,401.86369669897874,68.5368623826161,4.175753553400695,10.451773842668702,99.99712920728827,Asia
Kyrgyzstan_2003,Kyrgyzstan,2003,0.88706,1.07,6.8,447.63,67.1,3.37,10,99.99293,9.3,0.9491578216826069,3.9951691302278634,397.0761829156824,68.6785437953358,4.494921138953776,10.445184009518945,99.99715506140029,Asia
Kyrgyzstan_2004,Kyrgyzstan,2004,0.88695,1.15,7.06,442.07,67.4,3.56,10.1,99.99276,7.7,1.0199917317144993,4.333621942240825,392.0936911643681,68.82599537503765,4.82708725570814,10.43832579650959,99.99718196845626,Asia
Kyrgyzstan_2005,Kyrgyzstan,2005,0.8836,1.09,7.04,448.27,67.4,3.52,10.2,99.9917,8.4,0.9631290314366916,4.061925225244556,396.0934412129547,68.70762699782537,4.560437252468978,10.443831302426414,99.99716036852118,Asia
Kyrgyzstan_2006,Kyrgyzstan,2006,0.8952,1.06,7.25,443.58,67.2,3.59,10.2,99.99284,7.3,0.9489133463916385,3.9940009983308835,397.0933794267909,68.67803488275669,4.493774704879943,10.445207679871489,99.99715496853382,Asia
Kyrgyzstan_2007,Kyrgyzstan,2007,0.86999,1.26,7.85,444.53,67.6,3.86,10.3,99.99361,7.6,1.096181246096579,4.697664466180374,386.73448359309975,68.98459546145506,5.184367760459348,10.430949048304123,99.99721090989833,Asia
Kyrgyzstan_2008,Kyrgyzstan,2008,0.85271,1.44,8.65,442.67,68.3,4.14,10.3,99.99409,8.4,1.2279024469504336,5.327043965499804,377.46915013302356,69.25879321698669,5.802056657798871,10.418195664326397,99.99726094567838,Asia
Kyrgyzstan_2009,Kyrgyzstan,2009,0.87129,1.26,7.64,445.96,69.3,4.21,10.4,99.99328,9.1,1.0978195023279747,4.798948625234922,388.55840099855595,69.3,5.322802459649382,10.4,99.9966065781241,Asia
Kyrgyzstan_2010,Kyrgyzstan,2010,0.90272,1.17,7.69,440.14,69.6,4.14,10.6,99.99337,8.7,1.0561842717668184,4.691416177028095,397.32388493627815,69.6,5.427725527954314,10.599999999999998,99.99634207701703,Asia
Kyrgyzstan_2011,Kyrgyzstan,2011,0.8868,1.37,8.28,438.9,70.3,4.34,10.6,99.99381,9.7,1.2149145418337128,5.5551466633444315,389.2160528546093,70.29999999999998,6.35753765639111,10.6,99.9957967103716,Asia
Kyrgyzstan_2012,Kyrgyzstan,2012,0.83209,1.78,8.28,446.05,70.7,4.26,10.7,99.99521,9.6,1.4811219928166492,6.769410584766316,371.15419376172076,70.7,7.606501853776235,10.70000000000002,99.99643334526164,Asia
Kyrgyzstan_2013,Kyrgyzstan,2013,0.85689,1.69,8.64,441.66,71.2,4.63,10.7,99.99598,9.3,1.4481474779141448,6.756666590076174,378.4549201776422,71.20000000199903,7.725490824024582,10.700000000237305,99.99598000257939,Asia
Kyrgyzstan_2014,Kyrgyzstan,2014,0.85541,1.73,8.67,445.41,71.6,4.72,10.8,99.99622,10,1.4798640252301487,6.972754492949214,381.00938467595404,71.60000000466556,8.098788259770973,10.800000000553847,99.99622000602005,Asia
Kyrgyzstan_2015,Kyrgyzstan,2015,0.87866,1.73,8.52,432.9,71.9,4.81,10.8,99.99626,9.5,1.520081717708179,7.212848522676106,380.3718934099645,71.900000001245985,8.395818984900218,10.80000000014791,99.9962600016077,Asia
Latvia_2004,Latvia,2004,0.83499,3.4,12,445.9,71.3,18.2,11.7,99.99147,6.5,2.838978798143475,10.01992516991837,372.32371943895146,74.6156445679983,18.200000000001456,11.700000000002808,99.99700151689537,Europe
Latvia_2005,Latvia,2005,0.866,3.47,13.6,445.24,70.9,20.3,12.1,99.99086,5.9,3.0050065936736345,11.777547454871923,385.57611973524047,74.98154211815933,20.300000005263676,12.100000001483044,99.99774515931605,Europe
Latvia_2006,Latvia,2006,0.85813,3.74,16,442.09,70.5,23,12.2,99.99135,6.8,3.209412138225028,13.730105402175127,379.37139355951854,75.38686227710377,23.00000000535969,12.200000001510096,99.99814342199163,Europe
Latvia_2007,Latvia,2007,0.8433,3.93,19.5,441.26,70.9,25.5,12.3,99.99255,6.4,3.3141562718672537,16.44428684514326,372.1131288865608,75.96749284476877,25.5,12.3,99.99919701565695,Europe
Latvia_2008,Latvia,2008,0.83411,3.78,18.7,446,72.1,24.9,12.2,99.99322,6.1,3.152944588527612,15.597900477855246,372.01409675547745,75.61614393612298,24.900000056563876,12.200000011724574,99.9990089917256,Europe
Latvia_2009,Latvia,2009,0.86885,3.48,15,450.568,72.9,21.7,12.3,99.99481,5.9,3.023587388298964,13.032704259907124,391.47463286520957,74.97963306598044,21.7000000000028,12.3,99.99820709845,Europe
Latvia_2010,Latvia,2010,0.87358,4.04,15.2,448.02,73.3,21.2,12.5,99.99482,6.2,3.5292590300284066,13.27840031099993,391.3808491667307,75.28097080306756,21.199999999996884,12.500000000000002,99.99849669192488,Europe
Latvia_2011,Latvia,2011,0.88547,3.73,17.3,444.47,73.9,22.1,12.6,99.99508,6.4,3.3027916917280287,15.318578087644795,393.563491482593,75.43963714329703,22.100000000067666,12.600000000088361,99.99852021770626,Europe
Latvia_2012,Latvia,2012,0.89219,3.64,18.5,446.16,74.2,24,12.6,99.99502,6.5,3.247575214233205,15.967033961590246,398.0599334017271,75.6737912021422,24,12.600000000000001,99.99890081510866,Europe
Latvia_2013,Latvia,2013,0.91419,3.61,19,446.72,74.2,24.7,12.7,99.99505,6.5,3.300220012531815,15.4820946495831,408.38622825435243,75.77576284379037,24.699999999999996,12.7,99.99861754424684,Europe
Latvia_2014,Latvia,2014,0.96738,3.56,20.9,446.67,74.7,25.4,12.9,99.99434,6.6,3.4438858569300432,16.5007258299977,432.10126284126244,76.69221088530449,30.785084412375294,12.899999999999862,99.99869943806488,Europe
Latvia_2015,Latvia,2015,0.93559,3.65,21.7,447.02,75.1,26.6,12.8,99.99574,7.1,3.414903420717576,16.074688829691,418.2274320906955,76.26189556209722,27.70644342190793,12.799999999990314,99.99858218174306,Europe
Lithuania_2004,Lithuania,2004,0.72889,3.9,21.5,446.11,72,19.2,11.5,99.9941,5.8,2.8426536563102083,13.927665222735667,325.1631340045283,74.39612256134873,19.200000000001076,11.500000000007313,99.99791257999694,Europe
Lithuania_2005,Lithuania,2005,0.73778,4.22,23.3,445.05,71.3,21.1,11.8,99.99476,6.4,3.113421121520431,15.904734801600176,328.3478839176939,75.05503281858896,21.1,11.8,99.99920152906884,Europe
Lithuania_2006,Lithuania,2006,0.76015,4.36,25.4,442.51,70.9,23,12,99.99457,6.9,3.3142382975115194,17.605592822381656,336.3723828054641,75.43246336946866,23.000000000000004,12,99.99900369083426,Europe
Lithuania_2007,Lithuania,2007,0.74978,4.84,29.9,443.45,70.6,25.8,12.1,99.99519,6.8,3.6289291861946134,19.642188525390708,332.4893900037192,76.08860344537416,25.799999999999997,12.1,99.99889145303781,Europe
Lithuania_2008,Lithuania,2008,0.76961,4.7,31.2,446.39,71.4,26.8,12.2,99.99514,6.6,3.6171900619868897,19.79477393174227,343.5483982490058,76.18598877689284,26.8,12.200000000000001,99.99887926138868,Europe
Lithuania_2009,Lithuania,2009,0.74368,4.05,25.8,450.963,73,23.1,11.5,99.99587,5.7,3.0119038397426525,15.15957809151988,335.37214599546746,74.86430975927465,23.1,11.499999999998774,99.99805108684754,Europe
Lithuania_2010,Lithuania,2010,0.7263,4.39,26.2,447.03,73.2,23.9,11.6,99.99606,6.5,3.188454333424472,16.0082322314785,324.67761746485843,75.38213434292598,23.9,11.600000000000003,99.99810768384201,Europe
Lithuania_2011,Lithuania,2011,0.7361,4.57,29,445.68,73.7,26,11.8,99.99543,7.1,3.3639903718548436,17.16347573584347,328.0663520630781,75.9617126826458,26,11.8,99.9986267546279,Europe
Lithuania_2012,Lithuania,2012,0.73208,4.65,30.4,448.42,74,27.3,11.7,99.99607,6.5,3.4041917480298722,17.372644210836523,328.2812179895869,76.06010229089391,27.300000000000004,11.7,99.99823764283387,Europe
Lithuania_2013,Lithuania,2013,0.7703,4.36,32.3,448.35,74,28.6,11.9,99.9958,6.7,3.3585244348237784,17.37537532423302,345.3656950351471,76.26277766241068,28.6,11.900000000000004,99.99824092525974,Europe
Lithuania_2014,Lithuania,2014,0.94525,4.34,33.7,449.264,74.6,29.9,13,99.99655,6,4.102397208505931,21.419331301917374,424.6680597885339,78.70684842318582,41.3910059104523,13,99.99891990860098,Europe
Lithuania_2015,Lithuania,2015,0.94056,4.48,34.9,447.5,74.7,30.7,13,99.99634,6.1,4.213708859766816,22.21369547292447,420.90060597001525,78.98698412076232,42.72195990217823,13.000000000000002,99.99893815867841,Europe
Lithuania_2016,Lithuania,2016,0.93776,4.54,35.5,447.26,74.9,31.9,13,99.99695,6,4.257417324051342,22.52561644080228,419.42124941744476,79.09698429588903,43.244582236433054,13,99.99894532489003,Europe
Luxembourg_2002,Luxembourg,2002,0.94565,22.6,88,432.1,78.7,103,10.7,99.99807,8.333333333333334,18.31891956646213,83.21683552739997,408.6135753566928,81.35960624120996,103,12.153522209164878,99.99850873613616,Europe
Luxembourg_2003,Luxembourg,2003,0.95551,23.4,90.2,435.5,79,105,10.9,99.99896,8.3,19.018448952929266,86.18656823341965,416.1225107247443,81.15306673279797,105.00000000305138,12.066480186270022,99.99896000540818,Europe
Luxembourg_2004,Luxembourg,2004,0.98212,26.2,97.8,435.2,79.2,108,11.1,99.99974,8.3,19.2522896463101,96.05093945174977,416.3620191419458,81.55807202052793,108.00000272819642,11.939874931019983,99.99974241432444,Europe
Luxembourg_2005,Luxembourg,2005,0.90447,26.5,102,437.7,79.5,109,11.3,99.99856,8.2,20.410607203645057,92.25614483378212,395.88739799978316,81.09604635257585,109.00000000340152,11.94202406349037,99.99856000603577,Europe
Luxembourg_2006,Luxembourg,2006,1,25.7,103,374.9,79.8,113,11.5,99.99871,8.2,25.699999999999996,102.99999999999999,374.8999999999999,79.79999999999998,112.99999999999999,11.499999999999998,99.99870999999999,Europe
Luxembourg_2007,Luxembourg,2007,1,23.9,107,507.5,80.2,121,11.7,99.99891,8.3,23.9,107,507.5,80.2,121,11.7,99.99891,Europe
Luxembourg_2008,Luxembourg,2008,1,23.1,105,437.9,80.6,118,11.7,99.99892,7.8,23.099999999999728,104.99999999999876,437.8999999999948,80.59999999999904,117.99999999999861,11.69999999999986,99.99891999999882,Europe
Luxembourg_2009,Luxembourg,2009,1,21.5,96.9,400,80.8,112,11.8,99.99925,8,21.5000000071699,96.90000003324369,400.00000010765996,80.80000006103143,112.00000003933631,11.800000008117339,99.99925007552633,Europe
Luxembourg_2010,Luxembourg,2010,1,22.1,99.6,380.4,81,114,11.8,99.99807,8.2,22.099999999999998,99.59999999999998,380.3999999999999,80.99999999999999,113.99999999999999,11.799999999999999,99.99806999999998,Europe
Luxembourg_2011,Luxembourg,2011,0.94597,21.4,109,435.7,81.3,113,11.8,99.999477,7.8,20.24380179632783,103.1109530747539,412.1600206850484,81.45394548774276,113.00000000000001,11.83881128895018,99.99947700000001,Europe
Luxembourg_2012,Luxembourg,2012,1,20.5,103,407.3,81.5,112,11.8,99.999812,7.3,20.49999999785833,102.99999999471889,407.29999997482554,81.49999999785726,112.00000000032314,11.799999999855496,99.99981199725646,Europe
Luxembourg_2013,Luxembourg,2013,1,19,106,425.4,81.7,113,11.8,99.999848,7.6,19.000000014714047,105.99999977269368,425.3999986219836,81.70000012369103,113.00000000739126,11.800000031656674,99.99984813968112,Europe
Luxembourg_2014,Luxembourg,2014,1,17.7,105,422.5,82,113,12,99.99941,7.9,17.700000000000642,105.00000000000382,422.5000000000154,82.00000000000298,113.00000000000412,12.000000000000437,99.99941000000364,Europe
Luxembourg_2015,Luxembourg,2015,1,16.5,105,429.2,82.3,113,12,99.999289,7.4,16.499999999999986,104.9999999999999,429.1999999999996,82.29999999999993,112.9999999999999,11.99999999999999,99.99928899999992,Europe
Malaysia_2007,Malaysia,2007,0.66523,6.85,20.4,445.31,74.5,19.5,8.8,99.99878,4.9,4.556815058912739,13.570660905375162,296.23289253787317,74.5,19.5,9.933872728002608,99.99878000000533,Asia
Malaysia_2008,Malaysia,2008,0.67124,7.44,20.6,446.72,74.3,20.1,9.4,99.999114,4.8,4.8816638400981835,13.827510033509329,299.85559622180995,74.29999999999998,20.1,9.941908203516755,99.99911400000806,Asia
Malaysia_2009,Malaysia,2009,0.67335,7.11,20.1,449.9433,74.2,19.4,9.6,99.999201,4.933333333333334,4.7875290216325785,13.534364744699698,302.96998689720596,74.20000000000002,19.4,9.765799677635275,99.99920100000651,Asia
Malaysia_2010,Malaysia,2010,0.67396,7.68,21.1,445.73,74.4,20.5,9.8,99.999325,5.066666666666666,4.806501671931648,14.22048718650132,300.4027371393001,74.4,20.5,9.8,99.99932500002079,Asia
Malaysia_2011,Malaysia,2011,0.67736,7.6,21.8,444.93,74.6,21.3,10.1,99.999397,5.2,4.603426548145982,14.766420753042958,301.3772286996056,74.6,21.3,10.100000000000001,99.99939700000668,Asia
Malaysia_2012,Malaysia,2012,0.65997,7.43,22.7,447.17,74.8,22.1,10.1,99.999253,5.5,4.90354501469298,14.98122097355729,295.1168538654455,74.80000000000001,22.100000001203846,10.099999999999998,99.99925299999786,Asia
Malaysia_2013,Malaysia,2013,0.66711,7.96,23.9,446.51,75.3,22.9,10.1,99.999551,5.8,4.324274377441254,15.943826423191123,297.869369716279,75.38517271874116,22.9,10.1,99.99955099998365,Asia
Malaysia_2014,Malaysia,2014,0.6819,8.08,23.5,446.86,75.1,23.9,10.1,99.999565,5.8,4.404511896069218,16.024631629261016,304.7134846783013,75.73503555554346,23.9000000100744,10.100000002865608,99.99956502236971,Asia
Malta_2006,Malta,2006,1,6.41,30.6,81,80.3,29.6,9.8,99.9994185,8.6,6.410002300781615,30.59998785485899,80.99746172704053,80.30000155570148,29.600035069368378,9.800001107335339,99.99942050586978,Europe
Malta_2007,Malta,2007,1,6.58,30.9,1,80.4,30.9,9.9,99.999294,8.3,6.58,30.9,1,80.4,30.9,9.9,99.999294,Europe
Malta_2008,Malta,2008,0.77123,6.74,31,287,80.6,31.9,10,99.99884,8.5,5.1980765365851225,23.90806715640041,221.34242818990057,80.60000000000001,31.899999999999995,10.064183231027945,99.99883999999821,Europe
Malta_2009,Malta,2009,0.7838,6.15,25.8,433.4,80.8,31.3,10.2,99.999334,8.2,4.819282556596319,20.221998346216495,339.6982202810166,80.80000000000001,32.667009263139526,10.2,99.99933399999624,Europe
Malta_2010,Malta,2010,0.85353,6.12,25.9,348,81.1,32.9,10.3,99.999049,8.4,5.133022840486609,22.106466499209347,297.0289707229605,81.09999999999886,32.89999999999971,10.299999999999795,99.99908571388792,Europe
Malta_2011,Malta,2011,0.859,6.26,25.8,369,81.2,32.9,10.5,99.999486,8.5,5.278425213190154,22.162314189543967,316.97263317603574,81.20000000000002,35.70788764164311,10.499999999999998,99.99948599999722,Europe
Malta_2012,Malta,2012,0.84016,6.58,25.4,414.9,81.4,33.9,10.8,99.99848,8.4,5.0725746892376025,21.33994827838687,348.58049372844687,81.39999999999884,35.60173701201575,10.79999999999979,99.99922124250494,Europe
Malta_2013,Malta,2013,0.83597,5.73,26.6,445.17,81.6,35.3,11,99.99885,8.6,4.790120566759478,22.236859873613223,372.1497334559629,81.5999999999301,38.00182322170732,10.999999999989143,99.99923370365306,Europe
Malta_2014,Malta,2014,0.85446,5.64,26.5,448.66,81.8,37.2,11.1,99.999274,8.6,4.819172235022122,22.64327379930647,383.3634423693815,81.7999999999254,39.25208559722213,11.099999999988409,99.99929906781338,Europe
Malta_2015,Malta,2015,1,3.96,26.7,417.2,82.2,39.8,11.2,99.999394,8.5,3.9599999999998396,26.699999999998916,417.1999999999831,82.19999999999668,39.799999999998384,11.199999999999546,99.99939399999595,Europe
Mauritius_2006,Mauritius,2006,0.754,2.96,17.6,448.48,73.3,14.2,7.4,99.99492,7.6,2.2318272248695914,10.763278024021037,338.15198439511596,73.30000000000001,14.200000000000001,9.79858809343959,99.99730319461429,Africa
Mauritius_2007,Mauritius,2007,0.76111,2.99,16.7,445.82,73.8,14.9,7.6,99.99649,7.5,0,0,0,0,0,0,0,Africa
Mauritius_2008,Mauritius,2008,0.76377,3.04,18.8,446.22,73.7,15.7,7.8,99.99597,7.4,2.321849093427275,11.351844638420717,340.80773107538096,73.7,15.7,9.834468158318725,99.99733691761031,Africa
Mauritius_2009,Mauritius,2009,0.77363,2.98,17.2,447.19,73.8,16.1,8,99.996045,7.3,2.305414620135093,11.346620208974574,345.95918254303456,73.80000000000001,16.1,9.833666707583102,99.9973194018313,Africa
Mauritius_2010,Mauritius,2010,0.7654,3.14,18.1,445.7,74.2,16.8,8.2,99.99612,7.2,2.4033662576957773,11.861797573234295,341.1402360047903,74.20000000000002,16.800000000000004,9.752133177543175,99.99731550776347,Africa
