dmu,country,continent,efficiency_crs,efficiency_vrs,income,hdi,hpi,cluster
Spain_1999,Spain,Europe,0.78102,0.86787,33.2,0.826,NA,4
Spain_2000,Spain,Europe,0.75585,0.83279,34.8,0.832,NA,4
Spain_2001,Spain,Europe,0.7819,0.85873,35.9,0.835,NA,4
Spain_2002,Spain,Europe,0.77663,0.84676,36.3,0.837,NA,4
Spain_2003,Spain,Europe,0.79134,0.84911,36.8,0.84,NA,4
Spain_2004,Spain,Europe,0.79783,0.85064,37.3,0.844,NA,4
Spain_2005,Spain,Europe,0.79891,0.8507,38,0.851,NA,4
Spain_2006,Spain,Europe,0.80584,0.85382,38.9,0.856,NA,4
Spain_2007,Spain,Europe,0.79742,0.84507,39.5,0.86,47.0891358,2
Spain_2008,Spain,Europe,0.80588,0.86585,39.2,0.863,50.35498086,4
Spain_2009,Spain,Europe,0.83925,0.95109,37.4,0.865,47.93693843,4
Spain_2010,Spain,Europe,0.8369,0.93822,37.3,0.872,48.94516771,4
Spain_2011,Spain,Europe,0.84626,0.96141,36.9,0.878,52.10213559,4
Spain_2012,Spain,Europe,0.85221,0.95881,35.8,0.881,52.93268071,4
Spain_2013,Spain,Europe,0.85906,0.97841,35.4,0.882,51.39150288,4
Spain_2014,Spain,Europe,0.86859,0.99643,36,0.888,54.40999956,4
Spain_2015,Spain,Europe,0.86016,0.96471,37.4,0.895,52.84710679,4
Sweden_1990,Sweden,Europe,0.91399,1,34.2,0.821,NA,2
Sweden_1991,Sweden,Europe,0.88473,0.96463,33.5,0.823,NA,2
Sweden_1992,Sweden,Europe,0.87611000000000006,0.98056,33,0.826,NA,2
Sweden_1993,Sweden,Europe,0.876,0.99038,32.1,0.846,NA,4
Sweden_1994,Sweden,Europe,0.90092,1,33.1,0.855,NA,4
Sweden_1995,Sweden,Europe,0.82226,0.92108,34.2,0.862,NA,4
Sweden_1996,Sweden,Europe,0.84129,0.94794,34.7,0.869,NA,4
Sweden_1997,Sweden,Europe,0.84911,0.94451,35.8,0.88,NA,4
Sweden_1998,Sweden,Europe,0.80306,0.88002,37.3,0.894,NA,4
Sweden_1999,Sweden,Europe,0.72526,0.84548,38.8,0.899,NA,4
Sweden_2000,Sweden,Europe,0.83887,0.90461,40.6,0.903,NA,4
Sweden_2001,Sweden,Europe,0.81759,0.88908,41.1,0.905,NA,2
Sweden_2002,Sweden,Europe,0.81859,0.89014,41.9,0.908,NA,2
Sweden_2003,Sweden,Europe,0.86018,0.94783,42.7,0.913,NA,2
Sweden_2004,Sweden,Europe,0.84633,0.92785,44.4,0.901,NA,2
Sweden_2005,Sweden,Europe,0.82472,0.88226,45.4,0.904,NA,2
Sweden_2006,Sweden,Europe,0.86006,0.96051,47.3,0.908,NA,2
Sweden_2007,Sweden,Europe,0.81593,0.89172,48.6,0.91,44.75065215,2
Sweden_2008,Sweden,Europe,0.82611,0.87037,48,0.907,48.86047852,2
Sweden_2009,Sweden,Europe,0.90276,1,45.5,0.905,50.97745217,2
Sweden_2010,Sweden,Europe,0.90005,0.95443,47.8,0.911,46.98258404,2
Sweden_2011,Sweden,Europe,0.91139,0.94992,48.9,0.912,46.7263718,2
Sweden_2012,Sweden,Europe,0.93109,1,48.3,0.914,48.88225172,2
Sweden_2013,Sweden,Europe,0.94735,0.96572,48.5,0.933,48.94512562,2
Sweden_2014,Sweden,Europe,0.98303,1,49.3,0.935,46.50809728,2
Sweden_2015,Sweden,Europe,0.94628,1,50.9,0.938,48.15009952,2
Switzerland_1990,Switzerland,Europe,1,1,56.3,0.84,NA,2
Switzerland_1991,Switzerland,Europe,0.99871,1,55.1,0.842,NA,2
Switzerland_1992,Switzerland,Europe,1,1,54.5,0.845,NA,2
Switzerland_1993,Switzerland,Europe,1,1,53.9,0.849,NA,2
Switzerland_1994,Switzerland,Europe,0.98261,0.99256,54.2,0.852,NA,2
Switzerland_1995,Switzerland,Europe,0.96936,1,54.1,0.856,NA,2
Switzerland_1996,Switzerland,Europe,0.98344,1,54.1,0.863,NA,2
Switzerland_1997,Switzerland,Europe,1,1,55.2,0.872,NA,2
Switzerland_1998,Switzerland,Europe,0.99861,1,56.7,0.882,NA,2
Switzerland_1999,Switzerland,Europe,0.99634,1,57.4,0.889,NA,2
Switzerland_2000,Switzerland,Europe,0.96925,0.97987,59.4,0.898,NA,2
Switzerland_2001,Switzerland,Europe,0.94559,0.95156,59.9,0.9,NA,2
Switzerland_2002,Switzerland,Europe,0.946,0.94826,59.5,0.899,NA,2
Switzerland_2003,Switzerland,Europe,0.91909,0.93352,59,0.905,NA,2
Switzerland_2004,Switzerland,Europe,0.92757,0.93052,60.3,0.909,NA,2
Switzerland_2005,Switzerland,Europe,0.92475,0.92605,61.6,0.914,NA,2
Switzerland_2006,Switzerland,Europe,0.88718,0.89031,63.7,0.92,50.93119128,2
Switzerland_2007,Switzerland,Europe,0.91543,0.91735,65.6,0.923,NA,2
Switzerland_2008,Switzerland,Europe,0.96817,0.98223,66.6,0.925,NA,2
Switzerland_2009,Switzerland,Europe,0.98445,1,64.4,0.935,52.4099266,2
Switzerland_2010,Switzerland,Europe,0.99512,1,65.8,0.941,NA,2
Switzerland_2011,Switzerland,Europe,1,1,66.3,0.941,NA,2
Switzerland_2012,Switzerland,Europe,1,1,66.4,0.944,55.344236,2
Switzerland_2013,Switzerland,Europe,1,1,66.9,0.946,54.62441171,2
Thailand_1994,Thailand,Asia,1,1,9.36,0.607,NA,5
Thailand_1995,Thailand,Asia,0.99746,0.99746,10,0.614,NA,5
Thailand_1996,Thailand,Asia,1,1,10.5,0.622,NA,5
Thailand_1997,Thailand,Asia,0.9981,1,10.1,0.628,NA,5
Thailand_1998,Thailand,Asia,0.92695,0.94099,9.18,0.633,NA,5
Thailand_1999,Thailand,Asia,0.89585,0.89864,9.49,0.643,NA,5
Thailand_2000,Thailand,Asia,0.91183,0.91633,9.81,0.652,NA,5
Thailand_2001,Thailand,Asia,0.88688,0.89035,10.1,0.66,NA,5
Thailand_2002,Thailand,Asia,0.88162,0.88384,10.6,0.669,NA,5
Thailand_2003,Thailand,Asia,0.88074,0.88113,11.3,0.677,NA,5
Thailand_2004,Thailand,Asia,0.88665,0.8894,11.9,0.686,NA,5
Thailand_2005,Thailand,Asia,0.88603,0.88738,12.3,0.696,NA,5
Thailand_2006,Thailand,Asia,0.89466,0.89744,12.8,0.697,51.34278057,5
Thailand_2007,Thailand,Asia,0.91582,0.92316,13.5,0.714,50.86990213,5
Thailand_2008,Thailand,Asia,0.92625,0.93608,13.6,0.718,50.17161946,5
Thailand_2009,Thailand,Asia,0.92153,0.95823,13.5,0.722,50.00791569,5
Thailand_2010,Thailand,Asia,0.88687,0.91873,14.4,0.724,54.18028456,5
Thailand_2011,Thailand,Asia,0.93222,0.97115,14.4,0.733,57.0942297,5
Thailand_2012,Thailand,Asia,0.89186,0.93039,15.4,0.737,53.3909215,5
Thailand_2013,Thailand,Asia,0.88322,0.93484,15.8,0.734,53.78269341,5
Thailand_2014,Thailand,Asia,0.91356,0.97021,15.9,0.742,60.30175209,5
Thailand_2015,Thailand,Asia,0.89788,0.96898,16.3,0.749,54.87633155,5
Thailand_2016,Thailand,Asia,0.91468,0.97154,16.8,0.756,53.9310042,5
Trinidad and Tobago_1990,Trinidad and Tobago,Americas,0.85109,0.8569,10.1,0.668,NA,5
Trinidad and Tobago_1991,Trinidad and Tobago,Americas,0.73925,0.7446,10.3,0.67,NA,5
Trinidad and Tobago_1992,Trinidad and Tobago,Americas,0.85883,0.86107,11.3,0.67,NA,5
Tunisia_2009,Tunisia,Africa,0.9209,1,10.5,0.709,49.06907987,5
Turkey_2009,Turkey,Asia,0.8554,0.94427,18.7,0.72,44.56455341,5
Turkey_2010,Turkey,Asia,0.84829,0.92329,20,0.739,45.53276685,5
Turkey_2011,Turkey,Asia,0.84586,0.92159,21.9,0.753,43.59237846,5
Turkey_2012,Turkey,Asia,0.86435,0.93939,22.6,0.765,44.13413565,5
Turkey_2013,Turkey,Asia,0.87327,0.93158,24.1,0.785,42.30340633,5
Turkey_2014,Turkey,Asia,0.88607,0.94906,24.9,0.796,46.87020145,5
Turkey_2015,Turkey,Asia,0.88518,0.95221,26,0.801,46.16614895,5
Ukraine_1995,Ukraine,Europe,0.87516,0.87519,7.91,0.686,NA,5
Ukraine_1996,Ukraine,Europe,0.9147,0.91474,7.18,0.684,NA,5
Ukraine_1997,Ukraine,Europe,0.8903,0.89033,7.03,0.686,NA,5
Ukraine_1998,Ukraine,Europe,0.85981,0.85984,6.96,0.688,NA,5
Ukraine_1999,Ukraine,Europe,0.87209,0.87212,7.01,0.69,NA,5
Ukraine_2000,Ukraine,Europe,0.85636,0.8564,7.5,0.694,NA,5
Ukraine_2001,Ukraine,Europe,0.8438,0.84382,8.24,0.708,NA,5
Ukraine_2002,Ukraine,Europe,0.878,0.87802,8.77,0.717,NA,5
Ukraine_2003,Ukraine,Europe,0.90368,0.90369,9.68,0.725,NA,5
Ukraine_2004,Ukraine,Europe,0.90586,0.90587,10.9,0.732,NA,5
United Kingdom_1990,United Kingdom,Europe,0.84393,0.94505,31.2,0.781,NA,2
United Kingdom_1991,United Kingdom,Europe,0.85412,0.9543,30.8,0.794,NA,2
United Kingdom_1992,United Kingdom,Europe,0.84292,0.92954,30.8,0.807,NA,2
United Kingdom_1993,United Kingdom,Europe,0.83655,0.89822,31.5,0.82,NA,2
United Kingdom_1994,United Kingdom,Europe,0.82079,0.89076,32.6,0.833,NA,2
United Kingdom_1995,United Kingdom,Europe,0.80571,0.87358,33.4,0.846,NA,2
United Kingdom_1996,United Kingdom,Europe,0.8123,0.88219,34.1,0.851,NA,2
United Kingdom_1997,United Kingdom,Europe,0.79299,0.87682,35.7,0.856,NA,2
United Kingdom_1998,United Kingdom,Europe,0.76339,0.83985,36.7,0.862,NA,2
United Kingdom_1999,United Kingdom,Europe,0.75337,0.8227,37.7,0.868,NA,2
United Kingdom_2000,United Kingdom,Europe,0.74301,0.81834,38.9,0.874,NA,2
United Kingdom_2001,United Kingdom,Europe,0.8168,0.91523,39.6,0.878,NA,2
United Kingdom_2002,United Kingdom,Europe,0.8051,0.89514,40.2,0.881,NA,2
United Kingdom_2003,United Kingdom,Europe,0.83354,0.92134,41.3,0.885,NA,2
United Kingdom_2004,United Kingdom,Europe,0.80292,0.88206,42,0.892,NA,2
United Kingdom_2005,United Kingdom,Europe,0.75235,0.82978,42.8,0.897,NA,2
United Kingdom_2006,United Kingdom,Europe,0.76906,0.83992,43.6,0.896,NA,2
United Kingdom_2007,United Kingdom,Europe,0.7824,0.85502,44.2,0.899,44.15405772,2
United Kingdom_2008,United Kingdom,Europe,0.79519,0.87706,43.8,0.903,46.28210945,2
United Kingdom_2009,United Kingdom,Europe,0.89472,1,41.6,0.906,46.13577902,2
United Kingdom_2010,United Kingdom,Europe,0.87218,1,42.1,0.912,49.03602917,4
United Kingdom_2011,United Kingdom,Europe,0.88733,0.99515,42.4,0.906,49.66662813,4
United Kingdom_2012,United Kingdom,Europe,0.87658,1,42.8,0.904,50.23019768,4
United Kingdom_2013,United Kingdom,Europe,0.8745,0.99075,43.3,0.921,50.52190692,4
United Kingdom_2014,United Kingdom,Europe,0.88593,1,44.2,0.925,50.37451789,4
United Kingdom_2015,United Kingdom,Europe,0.89772,1,45,0.923,49.39438329,4
United States_1990,United States,Americas,0.76797,0.77798,40.4,0.865,NA,2
United States_1991,United States,Americas,0.78261,0.79148,39.9,0.867,NA,2
United States_1992,United States,Americas,0.77228,0.7869,40.7,0.872,NA,2
United States_1993,United States,Americas,0.7911,0.79798,41.3,0.877,NA,2
United States_1994,United States,Americas,0.7708,0.79232,42.4,0.88,NA,2
United States_1995,United States,Americas,0.76904,0.78973,43,0.883,NA,2
United States_1996,United States,Americas,0.75883,0.78178,44.1,0.884,NA,2
United States_1997,United States,Americas,0.75312,0.77409,45.5,0.886,NA,2
United States_1998,United States,Americas,0.74296,0.75945,47,0.889,NA,2
United States_1999,United States,Americas,0.74472,0.75637,48.7,0.89,NA,2
United States_2000,United States,Americas,0.75753,0.76241,50.1,0.886,NA,2
United States_2001,United States,Americas,0.77519,0.781,50.1,0.889,NA,2
United States_2002,United States,Americas,0.77691,0.78526,50.5,0.891,NA,2
United States_2003,United States,Americas,0.77609,0.79219,51.5,0.894,NA,2
United States_2004,United States,Americas,0.75642,0.77288,53,0.897,NA,2
United States_2005,United States,Americas,0.75275,0.77039,54.4,0.9,NA,2
United States_2006,United States,Americas,0.74936,0.76179,55.4,0.903,34.28075351,2
United States_2007,United States,Americas,0.76966,0.78022,55.9,0.906,35.92346499,2
Venezuela_1990,Venezuela,Americas,0.89649,0.90279,15.4,0.644,NA,5
Venezuela_1991,Venezuela,Americas,0.83689,0.84283,16.6,0.654,NA,5
Venezuela_1992,Venezuela,Americas,0.81353,0.82022,17.3,0.66,NA,5
Venezuela_1993,Venezuela,Americas,0.83841,0.8442,17.1,0.662,NA,5
Venezuela_1994,Venezuela,Americas,0.84491,0.84909,16.4,0.662,NA,5
